ticker,week52_low,week52_high,close_score_date,close_5d_prior,adv_dollar_10d
NASDAQ:TASK,6.2,18.39,6.94,6.54,7352445.50
NYSE:DD,33.335,83.4,45.48,46.02,193549062.97
NYSE:ELME,1.98,17.68,2.05,2.02,3261990.52
NYSE:SITC,5.24,13.095,5.4,5.37,5358561.69
NASDAQ:AVGO,138.1,414.61,314.55,309.415,7492159368.63
NASDAQ:JBIO,2.45,17.71,15.49,13.95,10517852.60
NASDAQ:QCOM,120.8019,205.95,126.8,130.54,2161102709.64
NYSE:TDG,1123.61,1623.825,1167.0,1151.94,550302736.12
NASDAQ:NVDA,86.62,212.1899,177.39,171.24,31463523173.56
NASDAQ:GOOG,142.66,350.15,294.46,280.74,7233013174.39
NASDAQ:INTC,17.665,54.6,50.38,44.1,4315228650.43
NASDAQ:GOOGL,140.53,349.0,295.77,280.92,10093303696.13
NYSE:TOL,86.67,168.36,135.83,133.23,206345744.43
NYSE:CSTM,7.325,27.9699,27.62,23.95,58148444.89
NASDAQ:ADI,158.65,363.2,318.34,313.42,1154619570.64
NASDAQ:AMD,76.48,267.0799,217.5,203.77,7766837413.49
NASDAQ:CTAS,165.6,229.24,174.34,168.85,521798837.78
NYSE:IBP,150.83100000000002,349.0,268.71,264.98,86937312.32
NASDAQ:CVCO,393.53,713.01,479.84,472.64,79607947.53
NASDAQ:STLD,103.17,208.47,180.2,174.42,221101033.56
