ticker,week52_low,week52_high,close_score_date,close_5d_prior,adv_dollar_10d
NASDAQ:TASK,6.2,18.39,6.48,7.42,4481179.27
NYSE:DD,33.335,83.4,46.33,47.35,137114290.77
NYSE:SID,1.11,2.2,1.29,1.36,5107515.91
NASDAQ:JBIO,2.57,26.735,24.98,22.85,15714555.84
NYSE:GGB,2.485,4.66,4.31,4.3,70429475.76
NYSE:MT,28.01,67.6,59.71,62.06,79234039.99
NYSE:FVR,10.81,17.92,17.71,17.26,2275961.06
NYSE:SITC,5.24,13.095,5.57,5.58,2932496.39
NYSE:MCK,637.0,999.0,828.11,866.38,613871093.40
NASDAQ:ALHC,11.625,23.87,21.13,21.22,52216899.90
NASDAQ:SBRA,17.04,21.07,20.09,20.68,36397682.56
NASDAQ:DHC,2.15,7.6644,7.46,7.39,7532418.29
NYSE:TX,27.12,45.57,43.32,42.3,9920714.79
NASDAQ:GOOD,10.33,15.03,12.58,12.8,3824232.98
NASDAQ:STLD,119.89,229.0,226.79,200.32,295790758.76
NYSE:AHR,30.0601,54.67,50.1,49.59,103929440.30
NASDAQ:HSIC,61.945,89.29,77.54,78.83,73418600.71
NYSE:LTC,33.6394,40.8,38.24,39.79,13123435.64
NASDAQ:CLOV,1.58,3.92,2.43,2.19,12581372.02
NYSE:ELME,1.98,17.68,2.13,2.15,2024762.84
