ticker,week52_low,week52_high,close_score_date,close_5d_prior,adv_dollar_10d
NASDAQ:VISN,3.55,20.55,12.795,19.08,136764366.51
NASDAQ:TASK,6.2,18.39,6.48,6.39,2531805.50
NYSE:DD,33.335,83.4,45.66,46.37,134245957.70
NYSE:NLOP,11.235,34.53,13.06,12.82,1977521.21
NYSE:ELME,1.98,17.68,2.17,2.12,1954827.13
NYSE:SITC,5.24,13.095,5.49,5.44,2576069.50
NASDAQ:ICHR,13.12,72.8707,65.97,68.41,49363586.30
NASDAQ:LRCX,68.525,275.84,257.86,258.56,2448813096.35
NASDAQ:VIAV,8.1,60.43,52.4,46.15,322082339.85
NASDAQ:AMAT,144.71,420.4999,394.49,403.91,2309624670.29
NASDAQ:AMKR,16.54,79.23,69.75,72.91,377691133.15
NASDAQ:ENTG,66.315,159.15,141.38,149.33,507386626.71
NASDAQ:TER,71.27,422.11,343.47,400.99,1516139704.15
NASDAQ:FORM,26.08,159.09,135.93,148.37,301962555.41
NASDAQ:KLAC,674.2,1939.36,1750.35,1815.43,1808199104.10
NASDAQ:PBYI,2.85,7.8983,7.51,7.4,1547038.24
NYSE:DTE,126.23,154.63,151.69,147.4,174664692.78
NYSE:EIX,47.73,76.215,69.49,70.34,190304947.51
NYSE:HPE,15.7105,29.63,28.77,27.93,403222224.30
NASDAQ:UCTT,18.02,84.43,78.15,78.24,77504393.92
