Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted	eps	AnalystTargetPrice
NASDAQ:TASK	1	10.23	2026-03-26	0		23.579209034315507	54.5668982343327	2.8787	12.17
NYSE:ALEX	1	15.63				21.158955872119385	26.83841446045075	0.8875	21.00
NYSE:DD	1	68.40	2026-03-02	0.3575	Buy 218 at $45.60 ~= $9,941	65.80624869527804	47.42037008369893	-1.9050	55.79
NYSE:ELME	1	3.07	2026-01-08	0.162		-1.5789405987202705	6.052899017564112	-1.7349	18.00
NASDAQ:JBIO	0.9472883343696594	17.50				0	0	-2.5835	28.71
NASDAQ:BKNG	0.7675449252128601	183.87	2026-03-06	9.6	GTC: delete	2927.4315783935413	3345.035231771242	170.6169	232.00
NASDAQ:CTAS	0.7453269362449646	180.03	2026-02-13	0.435	Buy 57 at $172.46 ~= $9,830	247.00700509756513	269.17989162101145	4.8427	212.41
NASDAQ:VRTX	0.7210798859596252	459.55				525.3663350897975	540.4221472879187	15.5638	547.72
NYSE:TDG	0.7015724182128906	1230.07			Buy 8 at $1,181.50 ~= $9,452	1523.2754279117432	1655.4764490602363	34.8302	1567.86
NASDAQ:ISRG	0.6692607402801514	471.17			Buy 21 at $453.36 ~= $9,521	587.7106514570584	628.4210771640253	8.0412	605.08
NASDAQ:AVGO	0.6613355875015259	347.13	2026-03-23	0.62		430.73383248257954	462.0169783386489	5.2743	471.55
NASDAQ:NDSN	0.6589152216911316	275.96	2026-03-19	0.8	Buy 37 at $265.67 ~= $9,830	323.5198070846352	353.4925561995061	9.3791	308.43
NASDAQ:BTSG	0.6537888646125793	45.88			Buy 225 at $44.18 ~= $9,941	61.34014981562346	72.70826122665102	0.9926	52.60
NASDAQ:COO	0.6528093814849854	72.79				85.31192633459028	109.23648730852335	2.0573	91.80
NYSE:VIK	0.6508007049560547	75.81				147.89272527527802	160.92805517538474	3.6085	82.50
NASDAQ:ROST	0.6335846781730652	229.65	2026-03-13	0.405		391.03839070189383	419.56426697180507	6.6542	229.81
NYSE:NGVT	0.6302803754806519	73.44				125.64495133872822	167.5270763604196	-4.7441	79.25
NYSE:CMI	0.6249487400054932	578.52	2026-02-20	1.91		888.0164160636399	1028.3637097399696	20.5768	619.92
NASDAQ:STLD	0.6136964559555054	185.69	2026-03-31	0.5	Buy 10 at $179.16 ~= $1,792	162.84458307289813	201.7488172214227	8.1922	188.25
NASDAQ:GOOG	0.6026934385299683	315.03	2026-03-09	0.2075		578.9963142201917	652.4781710403716	24.3049	359.53
