Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted	eps	AnalystTargetPrice
NYSE:DD	0.9147610664367676	148.52	2026-08-31	0.915		137.88748487028028	205.48205906710706	-0.2148	169.63
NASDAQ:VISN	0.914638876914978	12.84	2026-04-28	0	GTC: delete	45.45756166098454	66.89980121344223	0.0027	17.33
NYSE:WIT	0.9142501950263977	1.94	2026-07-27	2	Buy 6097 at $1.83 ~= $11,158; ADR	170.64610275561478	217.30076906737898	3.5185	1.75
NYSE:KEP	0.914137601852417	12.98			Buy 67 at $12.23 ~= $819; ADR	1519.1208417809046	5660.148899696378	1035.5041	16.00
NYSE:LPL	0.9139426350593567	3.73			ADR	49799.657491255326	-19054.52896362502	-592.5562	4.24
NYSE:STC	0.913727343082428	74.44	2026-06-15	0.2625		0	0	4.6151	83.00
NYSE:TSLX	0.9132126569747925	17.82	2026-06-15	0.4975		-19146.13710429319	-19460.161192886346	1.1317	19.27
NYSE:AD	0.9126920104026794	36.98	2026-06-11	0	GTC: delete	19.405334576083753	54.3772253624541	8.4279	46.34
NASDAQ:TASK	0.9125341176986694	6.10				52.34393609220359	81.31684855395605	2.8857	9.50
NYSE:AIV	0.9109457731246948	2.81	2026-06-04	0		-2.3270603826979728	3.6199576862114915	3.8511	7.00
NYSE:SITC	0.910677969455719	4.54	2026-08-03	0	GTC: delete	24.416387196201626	50.96884120754252	3.3485	5.00
NASDAQ:STRS	0.9106274247169495	21.34	2026-07-13	0		-11.372392584555831	-9.552648117243255	2.6913	
NYSE:ELME	0.91023188829422	1.59				0	0	-1.7349	18.00
NYSE:PNNT	0.9088633060455322	3.48	2026-07-15	0.24		-12282.486401952581	-12274.575457246136	0.2115	4.75
NYSE:NLOP	0.9078574776649475	12.45				48.08914681410559	68.21471947690434	-8.1514	46.00
NYSE:TDS	0.8952928185462952	35.88	2026-06-16	0.04		100.94415614438284	44.77911198122126	1.2436	50.50
NASDAQ:ADAM	0.8405396342277527	9.17	2026-06-23	0.2225		0	0	1.7304	11.88
NYSE:SSTK	0.8393803238868713	7.47	2026-06-04	0.3375		-1.4186279885691533	29.951791289388048	-0.5651	28.85
NYSE:ARR	0.8347143530845642	17.20	2026-08-17	0.72		-71.02939239129023	-70.54128954685774	3.4739	18.38
NYSE:OLP	0.8167994618415833	26.45	2026-06-25	0.45		15.171953701148187	29.067667625485488	1.1202	26.50
NYSE:DX	0.8162479400634766	13.36	2026-07-23	0.51		0	0	1.8372	14.75
NASDAQ:TRIN	0.8137151598930359	18.40	2026-08-14	0.51		6.056673114223741	8.752618787863577	1.7137	18.03
NYSE:STLA	0.8092541694641113	6.04				0	0	-0.4403	8.89
NASDAQ:NWBI	0.8032596707344055	16.04	2026-05-07	0.2		-69.29909911973296	-69.29914144118304	0.9096	15.00
NASDAQ:SWBI	0.7937105298042297	15.35	2026-07-01	0.13		58.37384360262927	65.12886248693029	0.4132	17.25
NYSE:BCC	0.7859472632408142	81.12	2026-06-01	0.2175		148.35389256146445	179.93645977833697	3.1353	92.33
NYSE:ING	0.7785363793373108	34.14			ADR	-241.28405315066368	-233.7102593770453	2.6342	31.97
NYSE:CPA	0.7769473195075989	142.45	2026-05-29	1.635		385.6178547654842	73.88963936482087	23.6878	175.13
NYSE:AMCR	0.7731286883354187	44.88	2026-05-28	0.647		26.324474210536422	19.677657813132885	1.6849	47.99
NYSE:FRO	0.7710670232772827	40.87	2026-06-12	0.7825		40.440629531714706	63.039689548942455	4.0648	44.25
NASDAQ:GLPI	0.7689682841300964	46.72	2026-06-12	0.78		54.415200498085504	70.3023302712527	3.1486	54.13
NYSE:TDG	0.7680575251579285	1283.54				806.0764733136243	927.2440748959337	36.1676	1508.95
NASDAQ:FIBK	0.7654111385345459	40.70	2026-05-11	0.47		-167.66766177816305	-161.4781987286147	3.2128	37.38
NASDAQ:EMBC	0.7639974355697632	3.42	2026-05-28	0.15		10.813158930708457	24.541653041976875	1.8861	4.00
NYSE:MO	0.7608560919761658	75.96	2026-06-15	1.05		139.83036143500294	142.1392136470792	4.8225	70.64
NASDAQ:ACGL	0.7596586346626282	104.70				211.21413389210866	217.30958548903646	13.9443	110.61
NASDAQ:BLMN	0.7589622139930725	8.68				-2.6818955883109044	18.352324526704848	0.2539	8.67
NYSE:BBVA	0.753338634967804	26.59			ADR	-0.3566865572796022	-22.47843848951021	2.2855	23.79
NYSE:FDX	0.7530108690261841	335.77	2026-06-22	1.3925		471.73023379613835	729.400661973912	18.7420	352.43
NASDAQ:GAIN	0.7492128014564514	16.99	2026-07-24	0.24		22.249698959064727	40.41498906154586	4.8931	16.83
NASDAQ:PAGP	0.7478460669517517	27.71	2026-07-31	0.39875		-0.025700282279671572	48.58586168283551	0.9853	24.43
NASDAQ:BCBP	0.7441850900650024	10.68	2026-05-06	0.12		-129.51252699188134	-128.73031026308342	0.0404	11.75
NASDAQ:CMCSA	0.7414149045944214	25.06	2026-07-01	0.33		59.52319832044406	131.29296718271274	5.2212	30.94
NASDAQ:PAA	0.7376367449760437	25.89	2026-07-31	0.39875	Withholding Tax: 10%	17.401785550196486	30.96010122108891	1.6229	24.18
NYSE:OGN	0.7338762283325195	14.17	2026-05-11	0.02		40.06819804593709	31.07151987642445	0.9368	11.25
NYSE:TEN	0.7330631613731384	41.33	2026-07-23	0		91.95209666708594	103.35507588812786	7.0378	46.00
NASDAQ:UPBD	0.7313465476036072	22.14	2026-06-16	0.39		136.470094182652	541.3787663001791	1.4451	28.64
NYSE:FLO	0.7274850010871887	8.62	2026-06-12	0.2475		9.66108903415237	18.687115537885475	0.3438	9.00
NASDAQ:COLB	0.7264575362205505	33.68	2026-05-29	0.2725		-67.78972678777147	-62.41435023754776	2.2641	33.64
NYSE:LYB	0.7258313298225403	67.75	2026-06-01	1.2		111.54593245652276	162.90367946076523	-2.4567	66.71
NYSE:ARI	0.7238853573799133	7.08	2026-07-16	0.25		-50.06163425228918	-49.73549314914894	0.9695	9.88
NASDAQ:STNE	0.7233890891075134	11.92				-10.63469666450815	-0.6497718572447587	1.8537	16.35
NYSE:PFLT	0.7229588627815247	7.30	2026-07-15	0.3075		7.265834763231158	12.367802682523878	0.6246	10.10
NASDAQ:AMSF	0.7225653529167175	32.29	2026-09-11	0.195		0	0	2.5118	35.67
NASDAQ:RILY	0.7224753499031067	7.37				205.06689578073562	215.5350885945507	9.3464	1.50
NYSE:DOW	0.7192887663841248	32.92	2026-05-29	0.4375		13.664564293694609	66.68651400336012	-3.8308	36.56
NASDAQ:SEVN	0.7140585780143738	8.48	2026-07-20	0.28		-2.000022296770561	-2.7144867804536084	0.6765	10.25
NYSE:WU	0.7111257314682007	8.82	2026-06-16	0.235		-0.6181639325557353	5.154804272377943	1.4109	8.57
NYSE:MTN	0.7030183672904968	150.29	2026-06-25	2.22		73.80947320602368	157.27571125712873	4.9958	148.50
NASDAQ:HOPE	0.7029438614845276	13.99	2026-05-08	0.14		-102.74387700271055	-98.50789552790843	0.5238	14.38
NYSE:EIX	0.7023231983184814	84.05	2026-07-07	0.8525		-17.427964803186644	4.003617111308482	9.6181	75.96
NYSE:PK	0.702017605304718	15.68	2026-06-30	0.25		4.429756912705332	6.309722151173688	-1.0677	14.47
NASDAQ:KRNY	0.6985005736351013	9.58	2026-05-06	0.11		-92.81805384635744	-92.11284438247318	0.5698	10.50
NYSE:SCM	0.6978406310081482	7.46	2026-07-31	0.385		28.891820711888293	10585197.681200497	0.8190	10.25
NYSE:ORI	0.6963822841644287	43.27	2026-06-05	0.29625		54.261969650179374	54.387576692394575	4.1925	42.00
NYSE:TU	0.6935151219367981	10.62	2026-06-10	0.41725		0.7961492655388052	11.299560945506972	0.4302	16.67
NASDAQ:AGNC	0.6916784644126892	11.08	2026-07-31	0.36		0	0	1.9087	11.22
NASDAQ:MSBI	0.6912286281585693	32.27	2026-05-15	0.3175		-211.42485012342686	-206.0804669465287	1.6959	30.75
NASDAQ:SIGA	0.6876335740089417	3.51				23.19627543316857	23.271178763652117	0.2825	17.53
NASDAQ:ESEA	0.6845219731330872	78.77	2026-06-09	0.7375		190.1698818520786	227.00022604033094	18.7902	88.67
NYSE:GNL	0.681477963924408	9.63	2026-07-13	0.19		6.723983928699495	18.550268656903565	-0.1950	10.00
NYSE:TTE	0.6811332106590271	90.57	2026-09-30	1.02775	GTC: delete; ADR	112.35805964797555	91.05564515666781	6.7828	96.12
NYSE:AAT	0.6789262890815735	25.38	2026-06-04	0.34		9.58535878812738	30.03087594441314	0.3648	23.50
NASDAQ:KSPI	0.678169310092926	90.98	2026-06-12	0	ADR	37.37771471136202	37.513363988039124	10.6967	98.87
NYSE:O	0.6771834492683411	68.01	2026-07-31	0.8085		79.83345885590872	124.1507862847573	1.2017	68.16
NASDAQ:PANL	0.6749619245529175	7.93	2026-06-01	0.05		2.5050754631425285	9.149264256827019	0.5296	10.85
NASDAQ:CGBD	0.6724340319633484	10.78	2026-06-30	0.4		85.72007714718757	86.20055080982806	0.7439	12.36
NASDAQ:CFFN	0.6709060072898865	8.91	2026-05-01	0.085		-52.07908521291968	-51.31398751078631	0.6242	8.83
NYSE:DOC	0.6707838177680969	23.18	2026-08-17	0.305		18.32885510398815	34.11203019955656	0.3222	22.34
NYSE:EGY	0.6701854467391968	6.02	2026-05-22	0.0625		11.608298771901346	22.2559718284184	-1.3361	9.90
NASDAQ:PLTK	0.6700516939163208	3.94				-0.30622987394722245	5.754565601001966	-0.7742	5.05
