Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted	eps	AnalystTargetPrice
NYSE:FDX	0.9148115515708923	335.97	2026-06-22	0	Buy 11 at $316.45 ~= $3,481	472.5688846331445	730.595871846224	18.5829	350.99
NYSE:DD	0.9147570729255676	143.69	2026-08-31	0.915		0	0	-0.6518	170.69
NYSE:M	0.9147140383720398	24.67	2026-06-15	0.18475		14.062926889924706	33.39915033204688	2.5358	22.77
NASDAQ:VISN	0.9146847724914551	13.22	2026-04-28	0	GTC: delete	0	0	-0.1410	17.33
NYSE:AD	0.9138017296791077	36.43	2026-06-11	0		0	0	7.8478	46.34
AMEX:SDEV	0.9125670194625854	1.35				0	0	19.3436	
NYSE:SITC	0.9125102758407593	4.52	2026-08-03	0		0	0	2.4623	6.00
NASDAQ:STRS	0.9118133783340454	22.25	2026-07-13	0		0	0	2.6587	
NYSE:USAC	0.9113553762435913	28.82	2026-04-27	0.525	Withholding Tax: 10%	0	0	0.6939	29.67
NYSE:ELME	0.9099186062812805	1.64				0	0	-1.6948	18.00
NASDAQ:TASK	0.9097023606300354	6.38				0	0	2.3371	9.50
NYSE:NLOP	0.9072924852371216	12.17				0	0	-2.6472	46.00
NYSE:NE	0.8894151449203491	44.87	2026-06-04	0.5		0	0	1.1675	49.60
NYSE:EBF	0.8632956743240356	22.41	2026-07-10	0.25		45.647993770395225	52.58958540337153	1.6919	24.00
NYSE:UMC	0.8582771420478821	25.71	2026-07-08	0.65	ADR	0	0	4.4050	16.25
NYSE:TU	0.8507742881774902	11.12	2026-06-10	0.41725		0	0	0.4257	17.33
NYSE:UAN	0.8488928079605103	125.04	2026-05-11	3.07	Withholding Tax: 10%	0	0	7.8261	9.50
NYSE:PBR	0.8404438495635986	19.10	2026-06-03	0.74775	ADR	20.13003007022592	83.2850634653082	5.4015	22.80
NYSE:NTST	0.8316821455955505	22.92	2026-06-01	0.215		0	0	0.0784	22.72
NYSE:DDS	0.8231523633003235	564.29	2026-06-30	0.2875		1466.536398574074	1614.8235672265025	56.5223	537.00
