Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted	eps	AnalystTargetPrice
NYSE:DD	0.9147641062736511	144.19	2026-08-31	0.915		136.1596444672472	204.21059122936035	-0.2148	169.63
NASDAQ:VISN	0.9146727323532104	13.13	2026-04-28	0	GTC: delete	45.87263732386109	67.47908055326278	0.0027	17.33
NYSE:LPL	0.9139425754547119	3.53			ADR	50612.114907621915	-19056.61757199343	-592.5562	4.42
NYSE:TSLX	0.9135528802871704	18.98	2026-06-15	0.4975		-19145.261402524407	-19459.081106530175	1.1317	19.27
NYSE:GNK	0.9130332469940186	26.66	2026-05-18	0.2875		-7083.294371656262	-7070.76419638807	0.3870	28.75
NYSE:AD	0.9129482507705688	37.42	2026-06-11	0	GTC: delete	20.29997856909824	55.379301528018374	8.4279	46.34
NYSE:SITC	0.9120888113975525	4.85	2026-08-03	0	GTC: delete	24.75416135615937	51.47196361908305	3.3485	6.00
NYSE:AIV	0.9114653468132019	2.95	2026-06-04	0		-2.2213453708406763	3.78414896143581	3.8511	7.00
NYSE:ELME	0.9106152057647705	1.63				0	0	-1.7349	18.00
NASDAQ:TASK	0.9105192422866821	6.33				53.507053086156844	82.78511632890468	2.8857	9.50
NYSE:PNNT	0.9092528223991394	3.69	2026-07-15	0.24		-12282.189280031136	-12274.209400134478	0.2115	4.75
NYSE:NLOP	0.9075357913970947	12.50				48.382486813326956	68.63754420757436	-8.1514	46.00
NYSE:WIT	0.6092714071273804	1.96			ADR	173.31482410882293	220.53177135213116	3.5185	1.94
NYSE:KEP	0.5944982171058655	11.91			Buy 972 at $11.50 ~= $11,178; ADR	1521.1150299600088	5668.606338154757	1035.5041	16.00
NASDAQ:STRS	0.5332738161087036	21.74	2026-07-13	0		-10.525230918038964	-8.703807466551064	2.6913	
NASDAQ:SHIP	0.4658690094947815	15.20	2026-06-29	0.145		34.78970521978423	59.28748089943328	1.7096	22.00
NYSE:TDS	0.44900578260421753	35.69	2026-06-16	0.04		102.6057447158645	45.53340391646779	1.2436	50.50
NYSE:BWLP	0.4384797215461731	21.00	2026-06-12	0.465		74.12006471973868	100.6095831145342	2.3878	
NYSE:FRO	0.43008315563201904	37.73	2026-06-12	0.7825		38.26520242157028	61.10154651553753	4.0648	44.25
NASDAQ:SCNX	0.40668344497680664	0.43				-250.51082902740808	-250.4367853714362	-1.0300	1.50
NYSE:AXIA	0.3831303119659424	10.15				6.568242465421382	38.38757431683953	6.5642	13.73
NASDAQ:MIDD	0.3793487548828125	142.07				154.9833277113838	185.14733573291295	-9.2925	165.50
NASDAQ:PAA	0.3502048850059509	24.74	2026-07-31	0.39875	Withholding Tax: 10%	16.672353905397458	30.30479267072833	1.6229	24.06
NYSE:TEN	0.34683531522750854	40.01	2026-07-23	0		90.82770231276827	102.23930683588596	7.0378	46.00
NYSE:DOW	0.33968985080718994	31.32	2026-05-29	0.4375		12.663170783069072	66.07946931883278	-3.8308	36.94
NYSE:LYB	0.3304550051689148	61.69	2026-06-01	1.2		109.967360762041	161.73227673886672	-2.4567	67.88
NYSE:F	0.32893747091293335	14.87	2026-05-12	0.15		-11.625661979021379	-24.319924587946073	-1.5598	15.05
NASDAQ:BLMN	0.32662326097488403	8.97				-2.2081731209828908	18.94226597720779	0.2539	8.67
NASDAQ:GAIN	0.3216751217842102	17.35	2026-07-24	0.24		23.058575450214352	41.49080047562103	4.8931	16.83
NASDAQ:CCOI	0.32118380069732666	11.87	2026-05-18	0.51625		-21.43777362578809	-25.890291351931722	-3.3882	21.27
NYSE:CPA	0.31887930631637573	146.53	2026-05-29	1.635		393.96102685513307	78.17675991899884	23.6878	175.13
NYSE:NAT	0.310296893119812	6.28	2026-06-10	0.155		8.569537528826817	11.174331942377247	0.2565	6.00
NYSE:ITUB	0.3090379238128662	8.48	2026-08-04	0.83975	ADR	-16.753886818836534	-12.988277031660273	1.5903	8.84
NYSE:UAN	0.30800360441207886	123.15	2026-05-11	3.07	Withholding Tax: 10%	256.10769646356687	335.83857928743197	11.4940	9.50
NYSE:AB	0.30712515115737915	39.34	2026-05-08	0.8525	Withholding Tax: 10%	99.43446176077974	99.80001862239143	3.3301	38.86
NYSE:DHT	0.30642497539520264	18.16	2026-05-21	0.3675		31.94414181098158	43.365315656813024	2.0584	20.20
NASDAQ:PANL	0.3038032650947571	7.31	2026-06-01	0.05		1.91516263755284	8.598135810434073	0.5296	10.85
NASDAQ:SBLK	0.3033713698387146	26.60	2026-06-12	0.2575		48.801139758237916	62.81883022525541	1.2754	30.98
NYSE:BBVA	0.301514208316803	25.88			ADR	1.1353515136846442	-21.2403719452361	2.2830	23.79
NASDAQ:BCBP	0.2990109622478485	10.81	2026-05-06	0.12		-129.18897279339663	-128.40180072068858	0.0404	11.75
NASDAQ:PAGP	0.2976464629173279	26.42	2026-07-31	0.39875		-0.6032378563257358	48.27276307154384	0.9853	24.43
NASDAQ:STNE	0.291710764169693	11.49	2026-04-24	0		-10.678861432016364	-0.617351065235027	1.8537	16.28
