date,symbol,amount
2026-09-14,NYSE:FDX,1.22
2026-08-28,NYSE:DD,0.35
2026-08-31,NYSE:DD,0.6
2026-08-17,NASDAQ:VISN,10
2026-08-28,NASDAQ:VISN,5
2026-08-03,NYSE:SITC,1
2026-07-27,NYSE:USAC,0.525
2026-08-31,NYSE:DOW,0.35
2026-09-17,NYSE:BBY,0.96
2026-08-17,NYSE:INN,0.08
2026-09-03,NYSE:NE,0.5
2026-08-14,NYSE:CC,0.0875
2026-07-20,NYSE:NSA,0.0336
2026-08-18,NYSE:JEF,0.4
2026-09-15,NYSE:HUN,0.0875
2026-08-17,NASDAQ:IEP,0.5
2026-10-07,NYSE:GAP,0.175
2026-08-21,NYSE:EGY,0.0625
2026-08-17,NYSE:SBR,0.61943
2026-09-01,NYSE:NTST,0.225
2026-08-17,NYSE:KRP,0.47
2026-09-10,NYSE:TU,0.134419
2026-09-15,NYSE:EMN,0.84
2026-08-31,NYSE:BEPC,0.392
2026-09-11,NYSE:CAL,0.07
2026-07-31,NASDAQ:PAA,0.4175
2026-08-18,NYSE:AVA,0.4925
2026-09-11,NYSE:DKS,1.25
2026-08-07,NYSE:SUN,1.0023
2026-08-31,NYSE:BEP,0.392
2026-08-17,NASDAQ:NWE,0.67
2026-08-17,NYSE:SXC,0.12
2026-09-04,NYSE:OUT,0.33
2026-10-01,NYSE:CUBE,0.53
2026-10-07,NASDAQ:CMCSA,0.33
2026-09-30,NYSE:TTE,1.038892
2026-09-10,NYSE:VSH,0.1
2026-09-18,NYSE:FRO,2.61
2026-08-24,NYSE:LYB,0.69
2026-08-03,NASDAQ:DMLP,1.272943
2026-07-31,NYSE:O,0.271
2026-08-31,NYSE:O,0.271
2026-08-10,NYSE:CVI,0.1
2026-09-01,NASDAQ:PTEN,0.1
2026-08-18,NYSE:DLX,0.3
2026-07-31,NASDAQ:PAGP,0.4175
2026-09-03,NYSE:FLNG,0.75
2026-09-24,NYSE:GTY,0.485
2026-07-28,NASDAQ:SND,0.1
2026-09-10,NYSE:NAT,0.27
2026-09-15,NYSE:CBL,0.625
2026-08-17,NYSE:DHT,1.22
2026-07-31,NYSE:EPD,0.56
2026-08-17,NYSE:KGS,0.49
2026-08-07,NYSE:ET,0.34
2026-08-28,NYSE:GRNT,0.11
2026-07-24,NYSE:PFE,0.43
2026-08-10,NYSE:OMF,1.05
2026-09-16,NYSE:TSM,1.107454
2026-09-30,NYSE:DDS,0.3
2026-09-10,NYSE:INSW,5.05
2026-09-08,NASDAQ:ROST,0.445
2026-08-31,NYSE:BIP,0.455
2026-08-31,NYSE:B,0.175
2026-10-08,NASDAQ:TIGO,0.75
2027-01-08,NASDAQ:TIGO,0.75
2026-09-01,NYSE:CWEN,0.475
2026-08-17,NYSE:CRGY,0.12
2026-10-02,NASDAQ:CSCO,0.42
2026-08-10,NYSE:GLP,0.78
2026-08-10,NYSE:UAN,6.08
2026-09-11,NASDAQ:GLPI,0.82
2026-08-21,NYSE:ACCO,0.075
2026-08-06,NASDAQ:NWBI,0.2
2026-08-06,NYSE:BSM,0.32
