ticker,week52_low,week52_high,close_score_date,close_5d_prior,adv_dollar_10d
NYSE:SLB,31.64,58.8199,45.13,47.42,980311099.66
NYSE:HAL,20.17,43.59,32.96,34.67,466412115.49
NYSE:FTI,31.88,77.78,66.75,67.03,396585728.60
NYSE:SEI,24.57,86.19,67.19,79.43,177100548.67
NASDAQ:WFRD,52.205,113.15,83.01,84.84,149934188.99
NASDAQ:VISN,7.135,20.55,12.15,12.62,86182785.25
NYSE:VAL,43.53,114.12,75.35,77.33,86620866.70
NYSE:AESI,7.6417,20.13,14.47,16.64,50624600.28
NYSE:FLOC,14.03,28.26,20.74,20.97,24415301.91
NYSE:NPKI,8.17,16.5,14.31,15.52,24261366.77
NYSE:CLB,9.72,20.36,11.46,10.92,20333137.57
NYSE:HLX,5.52,10.75,8.54,8.74,18353386.43
NYSE:INVX,14.65,32.25,24.09,25.56,15884285.23
NYSE:SITC,3.91,12.39,4.49,4.59,6624970.48
NYSE:OIS,4.7509,14.5,7.72,7.95,7154126.08
NYSE:USAC,21.85,30.55,26.36,26.39,8455785.72
NYSE:RNGR,11.14,18.815,15.42,15.59,3567569.69
NYSE:NOA,12.07,17.2599,12.91,13.75,1368612.58
NYSE:NE,25.24,54.98,37.99,39.17,91671997.28
NYSE:EMN,56.11,83.47,68.86,70.61,100476798.10
