Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted	eps	AnalystTargetPrice
NYSE:SLB	0.9148218035697937	48.37				85.3244468350405	103.26379698793643	2.2316	56.36
NYSE:HAL	0.9148066639900208	35.70				0	0	1.2784	41.64
NYSE:FTI	0.9148036241531372	71.19	2026-05-19	0.05		0	0	2.0389	72.57
NYSE:SEI	0.9147620797157288	77.67	2026-06-02	0.12		0	0	0.5879	85.48
NASDAQ:WFRD	0.9147406816482544	88.33	2026-05-06	0.25625		0	0	4.5464	114.17
NASDAQ:VISN	0.9146873354911804	13.19	2026-04-28	0	GTC: delete	0	0	-0.1410	17.00
NYSE:VAL	0.9146801829338074	80.89				112.26746607854231	54.89192644677174	14.1916	66.17
NYSE:AESI	0.9146047830581665	17.15				0	0	-0.7466	16.55
NYSE:FLOC	0.9143380522727966	22.47	2026-05-15	0.06	GTC: delete	0	0	1.0178	29.88
NYSE:NPKI	0.9143275022506714	15.47				0	0	0.3178	20.33
NYSE:CLB	0.9142730832099915	12.57				11.944202860513867	17.402893812938437	0.6906	16.33
NYSE:HLX	0.9140759110450745	9.26				0	0	0.1151	12.25
NYSE:INVX	0.91392982006073	26.17				0	0	0.5327	30.33
NYSE:SITC	0.9129350185394287	4.88				24.28943370503823	92.35807283621635	3.3894	6.00
NYSE:OIS	0.9127456545829773	8.52				0	0	-1.8113	13.50
NYSE:USAC	0.9119151830673218	28.21	2026-04-27	0.525	Withholding Tax: 10%	0	0	0.6939	29.00
NYSE:RNGR	0.9114250540733337	17.01	2026-05-08	0.06		0	0	0.3114	18.50
NYSE:NOA	0.9060136079788208	14.05			GTC: delete	0	0	0.4405	25.09
NYSE:NE	0.8651404976844788	40.49	2026-06-04	0.5		0	0	1.1675	49.40
NYSE:EMN	0.8355233669281006	73.02			GTC: delete	109.23535830078178	154.38641560021532	4.1452	79.20
