Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted	eps	AnalystTargetPrice
NYSE:SLB	0.9148250818252563	50.21				87.79715242085277	105.91538616567888	2.2316	56.36
NASDAQ:BKR	0.9148129820823669	61.04				98.92898078960387	115.90770361422886	2.6095	63.48
NYSE:HAL	0.914811909198761	36.70				29.029438220193317	42.90501702825094	1.8434	41.64
NYSE:FTI	0.9148011207580566	70.05	2026-05-19	0.05		86.52797092636249	100.20949095262614	2.7148	72.57
NYSE:DD	0.9147846698760986	144.59	2026-05-15	0.3575		157.2760608230649	139.0511342308182	-1.9006	55.87
NYSE:KGS	0.9147676229476929	81.01				91.97666680408342	123.60005109854072	0.9119	61.75
NYSE:SEI	0.9147673845291138	83.04	2026-06-02	0.12		49.40290362995446	63.76508185768443	0.7926	85.48
NASDAQ:WFRD	0.9147599935531616	89.98	2026-05-06	0.25625		136.78957420013762	205.4489247553505	6.4373	114.17
NYSE:LBRT	0.9147414565086365	28.69				35.78174014558539	58.19847353477038	0.9125	29.00
NYSE:AROC	0.9147358536720276	44.57	2026-05-12	0		69.29837029962978	95.95702174938602	1.8391	39.67
NYSE:SF	0.9147335290908813	74.22	2026-06-01	0.31425	Buy 161 at $69.91 ~= $11,256	13.876830682087762	26.729774400007944	5.7363	87.75
NYSE:NOV	0.914725661277771	20.08				51.89322381126817	61.70460009728831	0.4021	20.55
NYSE:WBI	0.9147169589996338	35.42				0	0	-0.0965	30.75
NYSE:VAL	0.914687991142273	82.09				114.61259638057032	55.94429055202338	14.1916	66.17
NYSE:TDW	0.914669930934906	72.05				195.9846424976783	236.18995470123593	6.7295	84.71
NYSE:PUMP	0.9146568775177002	15.99				16.4565801786102	30.569792880665048	0.0067	14.91
NYSE:TS	0.9146519303321838	60.29	2026-05-19	0.2225	ADR	0	0	2.8206	58.57
NASDAQ:VISN	0.9146515130996704	13.68	2026-04-28	0	GTC: delete	47.05983404434252	69.20391857735682	0.0027	17.00
NYSE:OII	0.9146398901939392	43.17				147.18066290863615	165.43379218244132	3.5467	31.50
NYSE:WHD	0.9146307110786438	55.97				116.67186024214324	77.62845955043957	2.3916	58.22
