Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted	eps	AnalystTargetPrice
NYSE:DD	0.9147641062736511	147.01	2026-08-31	0.915		136.28836483890564	204.49302601804902	-0.2148	169.63
NASDAQ:VISN	0.9146727323532104	13.12	2026-04-28	0	GTC: delete	45.948467788023315	67.61022713780386	0.0027	17.33
NYSE:KEP	0.9141401648521423	12.10			ADR	1522.0162377955319	5671.666965456937	1035.5041	16.00
NYSE:LPL	0.9139425754547119	3.52			ADR	50886.90087952799	-19057.285424119513	-592.5562	4.42
NYSE:TSLX	0.9135528802871704	18.60	2026-06-15	0.4975	Buy 635 at $17.52 ~= $11,125	-19145.256135387936	-19459.006009798053	1.1317	19.27
NYSE:GNK	0.9130332469940186	26.94	2026-05-18	0.2875	Buy 33 at $25.38 ~= $838	-7083.262782275329	-7070.711791863844	0.3870	28.75
NYSE:AD	0.9129482507705688	37.35	2026-06-11	0	GTC: delete	20.325118229057697	55.4405828088139	8.4279	46.34
NYSE:SITC	0.9120888113975525	4.74	2026-08-03	0	GTC: delete	24.793760564346915	51.56715045725899	3.3485	6.00
NASDAQ:STRS	0.9116459488868713	22.00	2026-07-13	0		-10.529514934076033	-8.707531188658844	2.6913	
NYSE:AIV	0.9114653468132019	2.93	2026-06-04	0		-2.2160193329859394	3.809246679491226	3.8511	7.00
NYSE:ELME	0.9106152057647705	1.63				0	0	-1.7349	18.00
NASDAQ:TASK	0.9105192422866821	6.32				53.738052374720176	83.11929837958935	2.8857	9.50
NYSE:PNNT	0.9092528223991394	3.57	2026-07-15	0.24		-12282.12624652394	-12274.123142519751	0.2115	4.75
NYSE:NLOP	0.9075357913970947	12.64				48.501950493976224	68.80076776057241	-8.1514	46.00
NYSE:WIT	0.8668897747993469	1.97			ADR	174.19028306756826	221.5973836199601	3.5185	1.75
NYSE:TDS	0.8436740636825562	36.18	2026-06-16	0.04		102.92755433907708	45.5483097941699	1.2436	50.50
NYSE:STLA	0.7863395810127258	6.15				0	0	-0.4403	8.89
NYSE:FDX	0.773171603679657	328.40	2026-06-22	0		472.48501093547446	730.8797522241769	18.5829	352.43
NYSE:FRO	0.7501923441886902	39.38	2026-06-12	0.7825		38.327617775564775	61.24419525253354	4.0648	44.25
NASDAQ:GAIN	0.7318133115768433	17.36	2026-07-24	0.24		23.156274275448457	41.67880170949849	4.8931	16.83
NASDAQ:PAGP	0.7109439969062805	27.21	2026-07-31	0.39875		-0.4949529011324524	48.46986438133514	0.9853	24.43
NASDAQ:STNE	0.6919432282447815	11.81	2026-04-24	0		-10.622975599354897	-0.5356664517193831	1.8537	16.35
NASDAQ:TRIN	0.6862339377403259	18.68	2026-08-14	0.51		6.525770055921387	9.269423629634451	1.7137	17.78
NYSE:HDB	0.6846784949302673	25.92	2026-06-18	3.25	ADR	11778.40941373562	11781.742272882057	118.3656	34.30
NASDAQ:PANL	0.6776706576347351	7.59	2026-06-01	0.05		1.9185515347005977	8.61455181182976	0.5296	10.85
NYSE:LYB	0.6750239133834839	62.55	2026-06-01	1.2		110.2946528952407	162.19674173703564	-2.4567	67.59
NYSE:OGN	0.6717319488525391	14.05	2026-05-11	0.02		40.239741870515495	31.1303525637925	0.9368	11.25
NASDAQ:ADAM	0.6710755825042725	9.38	2026-06-23	0.2225		0	0	1.7304	11.88
NYSE:BWLP	0.6615574359893799	21.97	2026-06-12	0.465		74.3459950832452	100.9291748542719	2.3878	
NASDAQ:FIBK	0.6530093550682068	40.76	2026-05-11	0.47		-166.64876694628575	-160.4024578240306	3.2128	37.38
NYSE:BBVA	0.6491215825080872	26.34			ADR	1.6880554686796083	-20.78164178477462	2.2830	23.79
NYSE:TU	0.643092155456543	10.78	2026-06-10	0.41725		1.1587256754000699	11.720165440605326	0.4302	16.67
NASDAQ:SHIP	0.6361892223358154	15.31	2026-06-29	0.145		34.923132434977646	59.50769403139103	1.7096	22.00
NYSE:TEN	0.6325518488883972	40.94	2026-07-23	0		91.05799433272855	102.47247687431195	7.0378	46.00
NYSE:GPRK	0.6306207180023193	10.11	2026-05-20	0.05925		5.4920897371201045	23.05947921348222	0.8750	10.47
NASDAQ:ESEA	0.6274524927139282	72.99	2026-06-09	0.7375		184.86725285258345	221.96990675059533	18.7902	88.67
NYSE:SCM	0.6234102249145508	7.82	2026-07-31	0.385		30.18467181598451	10769917.562540816	0.8190	10.25
NYSE:NAT	0.6207789778709412	6.54	2026-06-10	0.155		8.5790260487034	11.18860237192603	0.2565	6.00
NYSE:ING	0.6193584203720093	33.66			ADR	-238.99734563966965	-231.31409634905995	2.6331	31.97
NYSE:CPA	0.6156003475189209	145.89	2026-05-29	1.635		395.69038088050155	78.53430820644002	23.6878	175.13
NYSE:DOW	0.6132397055625916	31.67	2026-05-29	0.4375		12.773894704758623	66.32302444704658	-3.8308	36.81
NYSE:DHT	0.6121590733528137	18.87	2026-05-21	0.3675		32.009793796559904	43.47095228805749	2.0584	20.20
NASDAQ:NWBI	0.6113431453704834	16.14	2026-05-07	0.2		-68.9252309074332	-68.92765103323606	0.9096	15.00
NASDAQ:PAA	0.60934978723526	25.40	2026-07-31	0.39875	Withholding Tax: 10%	16.702767088020018	30.360101483760985	1.6229	24.06
NASDAQ:REFI	0.6074907183647156	11.00	2026-06-30	0.47		12.926748414905449	31.405495569603023	1.2136	16.38
NASDAQ:SND	0.6062159538269043	5.00	2026-07-28	0		4.956520007486072	16.854318637375183	0.5052	3.00
NYSE:SSTK	0.6020575165748596	8.10	2026-06-04	0.3375		0.316688401848167	32.01089740410203	-0.5651	28.85
NYSE:ARE	0.6001452207565308	52.66	2026-06-30	1.02		-17.77411250538834	71.77777041656785	-5.8715	51.00
NASDAQ:ACGL	0.5997961163520813	106.09				215.61555432274747	221.79143114438415	13.9443	110.61
NYSE:NSA	0.5976493954658508	46.07	2026-07-21	0.57		38.79162709941576	62.72420516374733	1.0121	44.26
NYSE:AAT	0.5969492197036743	26.83	2026-06-04	0.34		10.93182005623514	31.528529775644518	0.3648	20.50
NYSE:M	0.5960479974746704	24.70	2026-06-15	0.18475		14.561287689656602	33.94154437670724	2.5358	22.77
NASDAQ:SWBI	0.5934523344039917	15.69	2026-07-01	0.13		59.237319390784336	66.04129075090448	0.4132	17.25
NASDAQ:CGBD	0.5902268886566162	10.89	2026-06-30	0.4		87.01055763772861	87.49460084301423	0.7439	12.36
NYSE:NEXA	0.587434709072113	12.73	2026-07-28	0		7.762827909516907	43.58391765839559	1.5863	12.75
NYSE:AXIA	0.5865938663482666	10.33				6.799110254513279	38.74708643667729	6.5659	13.73
NYSE:TTE	0.5818790793418884	84.63	2026-09-30	1.02775	GTC: delete; ADR	108.29586507319885	86.61381692914253	6.7828	94.14
NASDAQ:BCBP	0.576992928981781	10.77	2026-05-06	0.12		-129.16763294388855	-128.37879632825954	0.0404	11.75
NYSE:CIB	0.5760776996612549	84.18	2026-06-30	0	ADR	-629.6178853589846	-589.1994456704998	16.3935	68.57
NASDAQ:AMSF	0.5731226205825806	35.75	2026-06-12	0.395		3.144895305672245	3.692189049076349	2.4776	36.67
NASDAQ:MIDD	0.5722509026527405	138.06				155.15700796328957	185.39562499816827	-9.2925	165.50
NASDAQ:COLB	0.5714020133018494	34.61	2026-05-29	0.2725		-65.28849234242507	-59.84514661936397	2.2641	33.64
NASDAQ:BLMN	0.5681875944137573	8.99				-2.1666136303202976	19.022860140225102	0.2539	8.67
NYSE:INN	0.5674561262130737	7.07	2026-05-15	0.08		0.2339142009712468	17.829503702281126	-0.1168	6.19
NYSE:TRTX	0.5668752789497375	9.09	2026-06-26	0.24		-19.201827780404233	-17.410412784455673	0.8478	10.08
NYSE:EIX	0.5653373003005981	81.21	2026-07-07	0.8525		-17.746073537331878	3.7349356610458315	9.6181	75.96
NASDAQ:JACK	0.5639339685440063	15.98				-73.21795019970992	-61.62104789971093	1.8670	16.12
NYSE:AU	0.5625690817832947	79.27	2026-05-29	1.15		226.19812166766243	230.8155628518429	6.8707	114.12
NYSE:NE	0.5601062774658203	43.22	2026-06-04	0.5		63.70337562204224	95.28114883455594	1.4362	48.82
NASDAQ:KRNY	0.5589897632598877	9.88	2026-05-06	0.11		-92.4032385262761	-91.69304636088698	0.5698	10.50
NASDAQ:GLPI	0.5516210198402405	46.68	2026-06-12	0.78		55.59862387244538	71.71252117602508	3.1486	54.26
NASDAQ:RILY	0.5489040613174438	7.19				207.82564500590993	218.39347519125067	9.3464	1.50
NYSE:ITUB	0.5483654141426086	8.64	2026-08-04	0.83975	ADR	-16.487177971892347	-12.708371820180812	1.5903	8.84
NYSE:DOC	0.5449321866035461	23.48	2026-08-17	0.305		18.866828800691835	34.770293284157326	0.3222	22.18
NYSE:ASC	0.5404602289199829	16.62	2026-05-29	0.1625		36.89435440149505	45.67231256652787	1.4299	20.15
NASDAQ:APA	0.5368924736976624	36.52	2026-07-22	0.25		15.317818586166636	81.3082726068247	4.3370	42.12
NYSE:GSK	0.5366089344024658	53.37	2026-05-15	0.1675	ADR	37.39703494643171	51.27316788076132	3.5357	58.08
NASDAQ:NEWT	0.5356946587562561	15.84	2026-06-24	0.19		0	0	2.2341	17.20
NYSE:EQNR	0.5350460410118103	39.10	2026-08-14	0.38	ADR	30.95080584974377	73.05024397931088	2.3221	33.80
NASDAQ:WASH	0.5305341482162476	38.07	2026-07-01	0.56		0	0	2.7623	33.75
NYSE:ARR	0.5296449065208435	17.25	2026-07-15	0.72		-95.76148613284482	-94.60294191256642	1.9388	18.38
NYSE:KBDC	0.5285422205924988	14.16	2026-06-30	0		31.729661413603175	1009.0846263123892	1.3373	15.20
NYSE:ORI	0.526679515838623	43.93	2026-06-05	0.29625		56.25692543493611	56.38260064305828	4.1925	42.00
NASDAQ:KSPI	0.5266016721725464	92.77	2026-06-12	0	ADR	40.60397642226275	40.739699235068024	10.6967	98.02
NASDAQ:MSBI	0.5241612195968628	32.31	2026-05-15	0.3175		-211.03790536179537	-205.6556879773437	1.6959	30.75
NYSE:ABEV	0.5212877988815308	3.19	2026-06-24	0.21475	ADR	4.384687435319975	5.262512573375591	0.1885	3.36
NASDAQ:CFFN	0.5201804041862488	9.01	2026-05-01	0.085		-51.925063418186326	-51.1523232142548	0.6242	8.83
NYSE:F	0.518877387046814	14.75	2026-05-12	0.15		-11.539782546462371	-24.28938213974934	-1.5598	15.05
NYSE:BDN	0.5183191299438477	3.27	2026-07-08	0.0975		-8.386639563677138	2.3096164795851535	-1.1542	3.00
NYSE:EFC	0.5170014500617981	14.02	2026-07-31	0.39		-93.01325351203572	-93.00975588518281	1.7026	14.79
NYSE:TWO	0.5169888138771057	12.49	2026-07-02	0.3525		-34.60733915907556	-31.73124500301777	-3.2649	11.88
NYSE:NXRT	0.5168129205703735	27.38	2026-06-15	0.52		23.29445885026124	87.4086323726149	-1.2508	30.20
NYSE:SXC	0.516764760017395	8.80	2026-05-15	0.12		26.894760961818644	53.081707241259956	-0.7766	9.50
NYSE:PFE	0.5134510397911072	25.97	2026-07-24	0.43		19.705852887763527	30.983139367778442	1.3143	28.79
NYSE:FLNG	0.5133432149887085	32.22	2026-05-29	0.75		15.723884913081664	29.726729177140786	1.3976	25.88
NASDAQ:CCOI	0.5126190781593323	12.93	2026-05-18	0.51625		-21.323948909240613	-25.830773781238246	-3.3882	21.27
NYSE:BEN	0.5122247338294983	33.96	2026-06-29	0.325		40.99660135286996	10.584673096374107	1.5626	34.45
NASDAQ:CMCSA	0.5118659138679504	24.76	2026-07-01	0.33		62.577547257432265	135.35585415559848	5.2212	30.94
NYSE:BGS	0.5107089281082153	3.87	2026-06-30	0.19		-8.53140435204009	8.621762810626114	-0.9442	5.20
NYSE:ABR	0.5076618194580078	5.32	2026-05-22	0.2675		-32.35304372296548	-28.326667334412377	0.6186	6.25
