Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted	eps	AnalystTargetPrice
NYSE:DD	0.9147610664367676	148.52	2026-08-31	0.915		137.63599430025113	204.93023356876705	-0.2148	169.63
NASDAQ:VISN	0.914638876914978	12.84	2026-04-28	0	GTC: delete	45.309492786162664	66.64369436683407	0.0027	17.33
NYSE:WIT	0.9142501950263977	1.94	2026-07-27	2	ADR	168.95100355935884	215.2374873995045	3.5185	1.75
NYSE:KEP	0.914137601852417	12.98			ADR	1517.3324859588329	5654.06410946929	1035.5041	16.00
NYSE:LPL	0.9139426350593567	3.73			ADR	49267.60768083072	-19053.185831733168	-592.5562	4.24
NYSE:STC	0.913727343082428	74.44	2026-06-15	0.395		0	0	4.6151	83.00
NYSE:TSLX	0.9132126569747925	17.82	2026-06-15	0.4975		-19146.147490015515	-19460.303634884167	1.1317	19.27
NYSE:AD	0.9126920104026794	36.98	2026-06-11	0	GTC: delete	19.356207611970643	54.25729141402267	8.4279	46.34
NASDAQ:TASK	0.9125341176986694	6.10				51.89658450770317	80.66965014615084	2.8857	9.50
NYSE:AIV	0.9109457731246948	2.81	2026-06-04	0		-2.3373224976936884	3.5713955879331865	3.8511	7.00
NYSE:SITC	0.910677969455719	4.54	2026-08-03	0	GTC: delete	24.33871324267188	50.78209914907818	3.3485	5.00
NASDAQ:STRS	0.9106274247169495	21.34	2026-07-13	0		-11.363845107136061	-9.545218383711502	2.6913	
NYSE:ELME	0.91023188829422	1.59				0	0	-1.7349	18.00
NYSE:PNNT	0.9088633060455322	3.48	2026-07-15	0.24		-12282.609526850703	-12274.743934277085	0.2115	4.75
NYSE:NLOP	0.9078574776649475	12.45				47.857706989414076	67.89842066181473	-8.1514	46.00
NYSE:TDS	0.8787201046943665	35.80	2026-06-16	0.04		100.32105305935916	44.74993151289246	1.2436	50.50
NASDAQ:AMSF	0.8767758011817932	32.71	2026-09-11	0.4		0	0	2.5118	35.67
