ticker,week52_low,week52_high,close_score_date,close_5d_prior,adv_dollar_10d
NYSE:FDX,216.095,413.87,312.98,314.69,495145010.71
NYSE:DD,33.335,144.845,135.29,134.68,157914377.34
NASDAQ:VISN,7.28,20.55,12.13,12.49,67277532.84
NYSE:AD,33.71,79.165,35.0,34.65,6844454.15
NYSE:SITC,3.91,12.39,4.48,4.29,4636448.75
NASDAQ:TASK,4.465,18.39,5.83,5.41,2782511.06
NYSE:NLOP,10.945,34.305,11.61,11.2,1583490.29
NYSE:EBF,16.3,22.36,21.38,20.85,3022047.47
NYSE:BBY,55.1,87.35,85.41,82.8,311030195.35
NYSE:INN,3.975,7.145,6.66,6.46,5608633.96
NYSE:USAC,21.85,30.55,26.09,26.48,4760848.94
NYSE:ELME,1.26,17.68,1.52,1.52,2476341.60
NYSE:UMC,6.56,28.96,21.25,24.34,384823433.37
NYSE:NE,25.24,54.98,41.5,39.97,55004050.12
NYSE:AIV,2.71,8.82,2.73,2.8,3264983.15
NYSE:AEO,9.86,28.46,17.03,16.81,75754082.82
NYSE:DOW,20.4019,42.74,29.92,29.03,284619822.49
NYSE:CC,10.44,28.67,17.52,17.81,44671019.02
NYSE:JEF,35.53,71.04,54.87,52.09,85262873.00
NASDAQ:SWBI,7.73,17.5625,14.86,15.595,7488474.21
