Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted	eps	AnalystTargetPrice
NASDAQ:MRVL	0.9148349761962891	276.53	2026-04-10	0.06	Buy 42 at $260.46 ~= $10,939	0	0	2.8500	126.44
NASDAQ:INCY	0.9147820472717285	126.01			Buy 92 at $118.69 ~= $10,919	0	0	5.1395	108.50
NYSE:SEM	0.914728045463562	8.77	2026-05-14	0.0625		0	0	0.7496	16.62
NASDAQ:IDCC	0.9147174954414368	309.08	2026-04-08	0.65	Buy 37 at $291.13 ~= $10,772	0	0	7.2334	462.67
NYSE:ASH	0.9147077798843384	71.52				130.1323751136383	189.3502523747003	-15.0997	67.50
NASDAQ:VISN	0.9146873354911804	13.24	2026-04-28	0	GTC: delete	0	0	-0.1410	17.00
NASDAQ:SLM	0.9146690368652344	27.52	2026-06-04	0.13	GTC: delete	0	0	3.5897	29.00
NYSE:PHR	0.9137890338897705	11.92			Buy 77 at $11.23 ~= $865	0	0	0.1024	16.17
NYSE:SITC	0.9129350185394287	4.81				24.28943370503823	92.35807283621635	3.3894	6.00
NYSE:SU	0.8963085412979126	58.58				92.29097283896738	151.95526456629688	4.3487	61.37
NYSE:EMN	0.836988627910614	72.57				109.23535830078178	154.38641560021532	4.1452	79.20
NASDAQ:ACLS	0.8367626667022705	160.03				182.30552203787593	187.24965589741097	3.9127	111.67
NYSE:USAC	0.8297622799873352	27.95	2026-04-27	0.525	Withholding Tax: 10%	0	0	0.6939	29.00
NYSE:NE	0.8262758255004883	40.50	2026-06-04	0.5		0	0	1.1675	49.40
NASDAQ:LRCX	0.7933976054191589	383.44				0	0	3.9887	310.47
NYSE:EBF	0.7736001014709473	22.65	2026-04-13	0		46.33031389075517	53.33016935114908	1.6923	24.00
NASDAQ:KLAC	0.755873441696167	257.30				0	0	26.5465	1814.28
NYSE:LXFR	0.7357599139213562	18.23	2026-04-17	0.13		0	0	0.1185	19.00
NYSE:CE	0.7270617485046387	49.98	2026-04-27	0.03		-11.65791546295276	74.88277124473278	-10.3643	71.25
NYSE:MGY	0.7168631553649902	26.32	2026-05-12	0.15375		36.94583671363769	60.4667442732056	1.7519	33.89
