Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted	eps	AnalystTargetPrice
NYSE:DD	0.9147647023200989	144.58	2026-08-31	0.915		0	0	-0.6518	170.69
NASDAQ:VISN	0.9146901965141296	13.44	2026-04-28	0	GTC: delete	0	0	-0.1410	17.33
NYSE:SEM	0.9146372079849243	8.77	2026-05-14	0.0625		0	0	0.7496	16.62
NYSE:AD	0.9139379858970642	37.20	2026-06-11	0		0	0	7.8478	50.34
NYSE:SITC	0.9126561880111694	4.56	2026-08-03	0		0	0	2.4623	6.00
NYSE:USAC	0.9115736484527588	28.76	2026-04-27	0.525	Withholding Tax: 10%	0	0	0.6939	29.67
NASDAQ:TASK	0.9091508984565735	5.76				0	0	2.3371	9.50
NYSE:NLOP	0.9077023863792419	11.90				0	0	-2.6472	46.00
NYSE:ELME	0.9043185710906982	1.65				0	0	-1.6948	18.00
NYSE:EBF	0.8784739375114441	22.29	2026-07-10	0.25		45.52942743666828	52.485123850321045	1.6919	24.00
NYSE:FDX	0.8762040138244629	335.36	2026-06-22	0	Buy 35 at $317.64 ~= $11,117	474.79289987295056	733.5564755138313	18.5829	349.72
AMEX:SDEV	0.8267863988876343	1.47				0	0	19.3436	
NYSE:NE	0.8086090683937073	41.96	2026-06-04	0.5	Buy 278 at $40.01 ~= $11,123	0	0	1.1675	49.60
NYSE:AIV	0.7914073467254639	2.96	2026-06-04	0		0	0	3.9853	7.00
NYSE:M	0.7710266709327698	23.96	2026-06-15	0.18475	Buy 486 at $22.91 ~= $11,134	13.549702027936469	32.97409107658591	2.5358	22.77
NYSE:T	0.7702050805091858	22.23	2026-07-10	0.2775		16.068440415441618	54.09872116669802	3.1502	30.02
NYSE:TU	0.768993079662323	11.05	2026-06-10	0.41725		0	0	0.4257	17.33
NYSE:INN	0.7665584683418274	6.87	2026-05-15	0.08		0	0	-0.1446	6.19
NYSE:KGS	0.7596331834793091	70.99	2026-05-18	0.48		0	0	0.2816	84.07
NYSE:TTE	0.7529948353767395	82.07	2026-09-30	1.02775	ADR	0	0	5.5705	96.33
