Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted	eps	AnalystTargetPrice
NYSE:DD	0.7629924416542053	149.10	2026-08-31	0.915		140.88121841704088	208.02644595833377	-0.2148	169.63
NASDAQ:TASK	0.7619490027427673	6.60			Buy 230 at $6.32 ~= $1,454	52.5252756311081	81.1994712724537	2.8857	9.50
NYSE:NLOP	0.7614559531211853	12.65				48.123197078374275	68.12191126553799	-8.1514	46.00
NYSE:AD	0.7523935437202454	37.05	2026-06-11	0	GTC: delete	20.15183185725696	55.01775274279903	8.4279	46.34
NYSE:ELME	0.741837739944458	1.70				0	0	-1.7349	18.00
NASDAQ:VISN	0.6609958410263062	12.30			GTC: delete	45.11604352889665	66.39664876463114	0.0027	17.33
NYSE:SITC	0.6287248134613037	4.70	2026-08-03	0	GTC: delete	24.510125738633267	50.899322435460455	3.3485	5.00
NASDAQ:TOWN	0.497162401676178	39.90	2026-06-26	0.4475		0	0	3.4369	39.25
NYSE:PNNT	0.4721895456314087	3.51	2026-07-15	0.24		-12282.520609979285	-12274.67751490626	0.2115	4.75
NYSE:TEN	0.4698620140552521	41.13	2026-07-23	0		91.08429255423518	102.47865958122293	7.0378	46.00
NYSE:AIV	0.4664507508277893	2.73	2026-06-04	0		-2.362390560212132	3.5273784640008734	3.8511	7.00
NYSE:DB	0.4626340866088867	36.55	2026-05-29	0.25		439.22842089194535	512.5521555494655	4.0341	41.45
NYSE:FRO	0.44937658309936523	40.66	2026-06-12	0.7825		40.18996777087786	62.556741754181765	4.0648	44.25
NYSE:NWG	0.44308191537857056	18.38			ADR	-115.65965778449937	-113.63440047436937	1.7746	20.48
NASDAQ:SEVN	0.43796637654304504	8.34	2026-07-20	0.28		-1.8370737146085707	-2.546525539191803	0.6765	9.90
NYSE:LYG	0.4301776587963104	6.21			ADR	-52.97732829334505	-57.28108032597563	0.3998	6.18
NYSE:DX	0.42759349942207336	13.30	2026-07-23	0.51		0	0	1.8372	14.75
NYSE:ITUB	0.4265674352645874	8.72	2026-08-04	0.83975	ADR	-18.204542548167755	-14.5161649912701	1.5903	8.84
NYSE:PFLT	0.41613009572029114	7.36	2026-07-15	0.3075		7.278352560270094	12.338658207224421	0.6246	10.10
NASDAQ:PAA	0.41563287377357483	25.37	2026-07-31	0.39875	Withholding Tax: 10%	17.05221080045966	30.537237955137936	1.6229	24.35
NASDAQ:NAVI	0.4046110212802887	9.13	2026-06-05	0.16		-394.8819130814918	-386.6159748829419	-0.6384	9.06
NYSE:ORI	0.39521074295043945	45.64	2026-06-05	0.3025		0	0	4.6774	41.50
NASDAQ:BANR	0.3913358151912689	73.00	2026-08-04	0.5		0	0	6.1308	73.67
NYSE:BBD	0.3891776502132416	3.80	2026-08-05	0.3195	ADR	76.6044330483969	81.11378177342058	1.7404	4.40
NYSE:UAN	0.38497406244277954	124.97	2026-05-11	3.07	Withholding Tax: 10%	255.2182124150749	334.1263623976289	11.4940	9.50
NYSE:USAC	0.38212788105010986	26.79	2026-07-27	0.525	Withholding Tax: 10%	28.92160761513772	67.09402389213918	0.8909	29.60
NYSE:SPH	0.3813718557357788	19.39	2026-08-04	0.325	Withholding Tax: 10%	74.4291880664597	90.65179857642147	2.0100	17.00
NYSE:PBR.A	0.3803941011428833	16.78	2026-06-03	0.74775	ADR	42.59699228261438	140.7799971800205	7.3807	22.31
NYSE:SR	0.3803558647632599	86.73	2026-06-11	0.805		94.22592958971065	186.06277999132166	6.0609	96.40
NASDAQ:NWBI	0.3784935176372528	16.60	2026-05-07	0.2		0	0	1.0454	15.00
NYSE:DLX	0.377003937959671	28.62	2026-05-19	0.3		28.288036631692986	81.51666914213895	2.2697	32.67
NYSE:NAT	0.37366387248039246	6.73	2026-06-10	0.155		8.853381486864505	11.42986115469683	0.2565	6.00
NYSE:EOG	0.3692358136177063	147.07	2026-07-17	1.00875		198.8208737669162	281.45380518381455	10.3205	157.89
NYSE:GLP	0.3683556318283081	50.39	2026-05-11	0.7575	Withholding Tax: 10%	41.54729912373674	55.590340126199685	3.8176	45.00
NYSE:EIG	0.3677724301815033	52.09	2026-05-13	0.32		55.642625348643996	61.44309486791025	0.4495	46.50
NASDAQ:SLRC	0.364170640707016	13.51	2026-06-12	0.41		36.64992533512762	37.625070850217746	1.6449	15.38
NYSE:FG	0.36135703325271606	31.63	2026-06-16	0.2425		-271.42532007899115	-188.8499449050077	4.0306	27.00
NYSE:TTE	0.3595837652683258	87.48	2026-09-30	1.013	ADR	0	0	7.9828	95.00
NYSE:OMF	0.35946595668792725	63.99	2026-05-11	1.045		153.19249266868945	181.94701523025373	6.8899	68.21
NYSE:EQH	0.35762983560562134	50.99	2026-08-03	0.2025		-960.0018048414972	-918.7899784059415	-3.0115	60.82
NASDAQ:GAIN	0.3572227358818054	16.89	2026-08-18	0.24		22.406996507050014	40.311163126989825	4.8931	16.83
NASDAQ:DMLP	0.3563709557056427	28.22	2026-08-03	0.63525	Withholding Tax: 10%	48.661936861853356	63.70566822248454	1.4267	
NYSE:HESM	0.3559759855270386	41.62	2026-05-07	0.75875		119.37204587255465	148.7737697044973	2.8741	37.33
NYSE:WIT	0.3542383909225464	2.02	2026-07-27	2	ADR	168.25247400961487	214.35682582019817	3.5185	1.74
NYSE:TSLX	0.3510681390762329	18.17	2026-06-15	0.4975		-19145.052658509147	-19459.273587282256	1.1317	19.27
NYSE:CNC	0.3510608971118927	66.61				283.2248293676711	315.8211284400131	-13.0479	65.17
NASDAQ:SYRE	0.3491969406604767	103.55				95.51174388297869	95.33367264068946	-2.0662	103.93
NYSE:WES	0.3491334319114685	49.17	2026-07-31	0.915	Withholding Tax: 10%	51.73877144917279	75.61016827487845	2.9116	45.92
NASDAQ:ZION	0.34872549772262573	71.50	2026-05-14	0.45		0	0	8.0239	74.81
NYSE:ING	0.3486318290233612	34.22			ADR	-242.11343912593622	-234.62207133135541	2.6342	33.67
NYSE:BBVA	0.3467417061328888	27.26			ADR	-0.7740724513342263	-22.644558593656463	2.2877	23.79
NASDAQ:TRIN	0.3463357388973236	18.18	2026-08-14	0.51		6.187727779026601	8.848791919129882	1.7137	18.03
NYSE:TDS	0.344644159078598	34.95	2026-06-16	0.04		100.40281682315762	45.12544340083335	1.2436	50.50
NASDAQ:FVCB	0.34453919529914856	19.32	2026-07-27	0.065		0	0	1.4355	18.38
NYSE:BBT	0.3443235754966736	30.86	2026-05-15	0.27575		0	0	0.9510	33.67
NYSE:NSP	0.3435841500759125	54.28	2026-06-04	0.6		0	0	-0.6550	39.50
NASDAQ:BOKF	0.3417821526527405	146.56	2026-05-13	0.315		0	0	10.7061	149.50
NASDAQ:FITB	0.34110724925994873	59.35	2026-06-30	0.4		0	0	2.5878	62.75
