ticker,week52_low,week52_high,close_score_date,close_5d_prior,adv_dollar_10d
NYSE:FDX,216.095,413.87,306.22,313.74,507420168.63
NYSE:DD,33.335,144.845,135.75,132.66,157697230.96
NASDAQ:VISN,7.28,20.55,11.91,12.13,69797313.75
NYSE:AD,33.71,79.165,34.59,34.02,5729684.97
NYSE:SITC,3.91,12.39,4.41,4.27,4033418.18
NYSE:AIV,2.67,8.82,2.67,2.8,3431742.17
NASDAQ:TASK,4.465,18.39,5.82,5.62,2746839.72
NYSE:NLOP,10.945,34.305,11.71,11.2,1558090.55
NYSE:USAC,21.85,30.55,26.76,26.89,4869176.32
NYSE:ELME,1.26,17.68,1.5,1.52,2416561.40
NYSE:EBF,16.3,22.36,21.33,21.3,2855992.56
NYSE:DOW,20.4019,42.74,30.37,30.37,288557613.77
NYSE:BBY,55.1,87.35,85.13,81.65,307140302.50
NYSE:INN,3.975,7.145,6.78,6.58,5566313.75
NYSE:UMC,6.56,28.96,20.3,23.46,382213088.06
NYSE:NE,25.24,54.98,40.6,41.79,54020144.10
NYSE:CC,10.44,28.67,17.18,18.12,42197548.51
NASDAQ:SWBI,7.73,17.5625,15.01,15.66,7065390.26
NASDAQ:STRS,15.35,32.93,20.28,20.93,3317524.12
NYSE:NSA,27.43,46.47,44.18,45.06,61986125.58
NYSE:XIFR,8.675,13.25,12.11,12.13,11201573.40
NYSE:JEF,35.53,71.04,55.18,52.59,86915142.02
NYSE:HUN,7.295,16.085,11.99,11.61,45532343.14
NASDAQ:IEP,7.08,9.75,7.54,7.525,4756518.55
NYSE:GAP,18.11,29.36,19.88,19.8,145070658.02
NYSE:BKE,40.73,61.69,42.98,42.55,22412961.68
NYSE:EGY,3.3647,6.72,5.27,5.46,5937778.73
NYSE:SBR,65.15,84.39,73.17,73.64,2229051.94
NYSE:HPE,19.635,64.25,44.56,47.24,863764596.37
NYSE:NTST,17.02,22.47,21.78,21.67,29681179.13
NYSE:KRP,11.31,15.8,15.0,14.95,8126146.61
NYSE:AEO,9.86,28.46,17.54,16.03,77145084.14
NYSE:TU,10.075,16.735,10.28,10.54,57108650.38
NYSE:EMN,56.11,83.47,68.08,67.21,75836893.02
NYSE:BEPC,32.76,45.18,34.22,34.18,40512073.69
NYSE:CAL,8.8,16.14,11.86,11.84,5024261.44
NYSE:CHT,39.28,46.48,42.6,41.48,9051250.15
NASDAQ:BBCP,5.555,12.19,10.49,10.9,1967402.73
NYSE:MEI,4.88,20.38,15.12,15.82,10894140.20
NYSE:ASX,9.295,45.515,36.9,40.56,392947436.86
NASDAQ:PAA,15.685,24.505,24.31,23.54,43995539.40
NYSE:AVA,35.5,43.5,41.7,42.08,20319570.67
NYSE:DKS,186.67,244.38,214.32,216.1,233125206.72
NYSE:SUN,47.98,75.63,74.88,70.8,35038312.37
NYSE:BEP,24.13,38.115,32.05,31.86,23062616.14
NYSE:EIX,50.855,79.88,77.25,75.97,160587615.50
NASDAQ:NWE,51.92,75.18,71.88,73.2,24720920.14
NYSE:SXC,5.515,9.735,8.36,8.42,9027372.98
NYSE:OUT,16.64,34.96,32.66,33.15,39342526.26
NYSE:CUBE,35.09,42.9,41.58,40.61,76753443.14
NYSE:BBW,29.35,75.85,34.03,33.62,12234626.59
NYSE:TV,2.08,3.49,2.75,2.71,1978728.44
NASDAQ:CMCSA,22.125,36.015,23.78,23.97,704397371.30
NYSE:TTE,57.48,94.17,80.8,81.21,143095508.58
NYSE:VSH,11.77,69.47,37.37,41.94,238886394.24
NYSE:FRO,18.06,43.1,36.93,36.92,85188478.55
NYSE:LYB,41.58,83.94,60.73,58.32,297713304.52
NASDAQ:DMLP,20.85,28.95,27.29,26.81,4678939.39
NYSE:O,55.86,67.935,65.18,64.17,346541374.24
