Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted	eps	AnalystTargetPrice
NYSE:FDX	0.9148135185241699	338.33	2026-06-22	0	Buy 35 at $318.67 ~= $11,153	471.2945132244769	728.9548218965457	18.5829	352.43
NYSE:DD	0.9147641062736511	144.19	2026-08-31	0.915		0	0	-0.6518	169.63
NASDAQ:VISN	0.9146727323532104	13.13	2026-04-28	0	GTC: delete	0	0	-0.1410	17.33
NYSE:AD	0.9129482507705688	37.42	2026-06-11	0	GTC: delete	0	0	7.8478	46.34
NYSE:SITC	0.9120887517929077	4.85	2026-08-03	0		0	0	2.4623	6.00
NYSE:AIV	0.9113456010818481	2.95	2026-06-04	0		0	0	3.9853	7.00
NASDAQ:TASK	0.9105198979377747	6.33				0	0	2.3371	9.50
NYSE:NLOP	0.9075357913970947	12.50				0	0	-2.6472	46.00
NYSE:USAC	0.9061949849128723	28.72	2026-04-27	0.525	Withholding Tax: 10%	0	0	0.6939	29.60
NYSE:ELME	0.8971753120422363	1.63				0	0	-1.6948	18.00
NYSE:EBF	0.8813726305961609	23.23	2026-07-10	0.25		45.98235639704789	52.91691734761244	1.6919	24.00
NYSE:DOW	0.7936752438545227	31.99	2026-05-29	0.4375		0	0	-2.6722	37.44
NYSE:BBY	0.7826688289642334	91.16	2026-06-18	0.9525		83.77756951223752	121.12096931414979	5.4231	79.15
NYSE:INN	0.7695215940475464	6.96	2026-05-15	0.08		0	0	-0.1446	6.19
NYSE:UMC	0.7559053897857666	22.71	2026-07-08	0.65	ADR	0	0	4.4050	16.25
NYSE:NE	0.7492789626121521	43.38	2026-06-04	0.5		0	0	1.1675	48.82
NYSE:CC	0.7069226503372192	18.61	2026-05-15	0.0875		0	0	-0.1995	25.33
NASDAQ:SWBI	0.6726056337356567	15.89	2026-07-01	0.13		59.128315333304265	65.9199789779303	0.4132	17.25
NASDAQ:STRS	0.6666642427444458	21.87	2026-07-13	0		0	0	2.6587	
NYSE:NSA	0.662176787853241	47.86	2026-07-21	0.57		0	0	0.7613	44.26
