date,symbol,amount
2025-11-12,NYSE:SEM,0.0625
2026-03-02,NYSE:SEM,0.0625
2025-11-24,NYSE:TEO,0.048569
2025-11-13,NYSE:ETR,0.64
2026-02-09,NYSE:ETR,0.64
2025-12-01,NYSE:ALL,1
2026-03-02,NYSE:ALL,1.08
2025-10-02,NYSE:PGR,0.1
2026-01-02,NYSE:PGR,13.6
2025-10-03,NYSE:BTI,0.749068
2025-12-30,NYSE:BTI,0.749068
2025-12-05,NASDAQ:CHDN,0.438
2025-09-19,NASDAQ:LAMR,1.55
2025-12-22,NASDAQ:LAMR,1.8
2026-03-16,NASDAQ:LAMR,1.6
2025-11-10,NASDAQ:AEP,0.95
2026-02-10,NASDAQ:AEP,0.95
2025-12-26,NYSE:MO,1.06
2025-10-31,NYSE:SITC,1
2025-12-15,NYSE:SITC,1
2025-11-19,NYSE:ED,0.85
2026-02-18,NYSE:ED,0.8875
2025-11-28,BATS:CBOE,0.72
2026-02-27,BATS:CBOE,0.72
2025-11-10,NYSE:WELL,0.74
2026-02-25,NYSE:WELL,0.74
2025-11-05,NYSE:IDA,0.88
2026-02-05,NYSE:IDA,0.88
2025-11-17,NYSE:SO,0.74
2026-02-17,NYSE:SO,0.74
2025-10-06,NYSE:OGE,0.425
2026-01-05,NYSE:OGE,0.425
2025-09-30,NYSE:CPT,1.05
2025-12-17,NYSE:CPT,1.05
2025-12-10,NYSE:TRV,1.1
