date,ticker,high,low,open,close,split_coefficient
2025-09-26,NYSE:SEM,12.65,12.41,12.44,12.64,1.0
2025-09-29,NYSE:SEM,12.67,12.38,12.66,12.5,1.0
2025-09-30,NYSE:SEM,12.84,12.43,12.49,12.84,1.0
2025-10-01,NYSE:SEM,12.95,12.72,12.73,12.92,1.0
2025-10-02,NYSE:SEM,12.995,12.76,12.94,12.95,1.0
2025-10-03,NYSE:SEM,13.53,12.905,13.05,12.93,1.0
2025-10-06,NYSE:SEM,13.125,12.825,12.97,13.01,1.0
2025-10-07,NYSE:SEM,13.16,12.92,12.98,13.04,1.0
2025-10-08,NYSE:SEM,15.35,14.24,14.325,14.24,1.0
2025-09-26,NYSE:BTI,53.005,52.66,52.68,53.0,1.0
2025-09-29,NYSE:BTI,52.94,52.3,52.85,52.83,1.0
2025-09-30,NYSE:BTI,53.15,52.8,52.8,53.08,1.0
2025-10-01,NYSE:BTI,53.21,52.24,53.175,52.28,1.0
2025-10-02,NYSE:BTI,52.86,52.285,52.47,52.35,1.0
2025-10-03,NYSE:BTI,51.79,51.18,51.57,51.24,1.0
2025-10-06,NYSE:BTI,51.27,50.915,51.12,51.18,1.0
2025-10-07,NYSE:BTI,52.1,51.355,51.39,51.98,1.0
2025-10-08,NYSE:BTI,51.82,51.36,51.82,51.6,1.0
2025-09-26,NYSE:HUYA,3.43,3.33,3.43,3.37,1.0
2025-09-29,NYSE:HUYA,3.39,3.26,3.37,3.33,1.0
2025-09-30,NYSE:HUYA,3.405,3.3,3.32,3.33,1.0
2025-10-01,NYSE:HUYA,3.3,3.21,3.27,3.23,1.0
2025-10-02,NYSE:HUYA,3.29,3.24,3.25,3.28,1.0
2025-10-03,NYSE:HUYA,3.395,3.28,3.32,3.28,1.0
2025-10-06,NYSE:HUYA,3.3,3.24,3.27,3.26,1.0
2025-10-07,NYSE:HUYA,3.27,3.21,3.27,3.24,1.0
2025-10-08,NYSE:HUYA,3.27,3.18,3.25,3.21,1.0
2025-09-26,NYSE:CP,74.54,72.755,74.07,73.51,1.0
2025-09-29,NYSE:CP,74.96,73.43,73.79,73.43,1.0
2025-09-30,NYSE:CP,74.51,73.02,73.44,74.49,1.0
2025-10-01,NYSE:CP,74.86,73.91,74.59,74.83,1.0
2025-10-02,NYSE:CP,75.92,74.34,74.57,75.86,1.0
2025-10-03,NYSE:CP,77.79,75.77,75.81,77.59,1.0
2025-10-06,NYSE:CP,78.18,77.29,77.58,77.36,1.0
2025-10-07,NYSE:CP,78.34,77.04,77.34,77.73,1.0
2025-10-08,NYSE:CP,78.49,77.27,77.59,77.66,1.0
2025-09-26,NYSE:WIT,2.67,2.61,2.64,2.65,1.0
2025-09-29,NYSE:WIT,2.68,2.65,2.67,2.66,1.0
2025-09-30,NYSE:WIT,2.685,2.6111,2.67,2.63,1.0
2025-10-01,NYSE:WIT,2.66,2.61,2.66,2.63,1.0
2025-10-02,NYSE:WIT,2.64,2.58,2.63,2.62,1.0
2025-10-03,NYSE:WIT,2.64,2.6,2.62,2.62,1.0
2025-10-06,NYSE:WIT,2.67,2.62,2.65,2.66,1.0
2025-10-07,NYSE:WIT,2.665,2.63,2.66,2.63,1.0
2025-10-08,NYSE:WIT,2.68,2.64,2.67,2.66,1.0
2025-09-26,NYSE:OBK,35.54,35.0,35.35,35.36,1.0
2025-09-29,NYSE:OBK,35.39,34.5,35.39,34.9,1.0
2025-09-30,NYSE:OBK,34.91,34.32,34.87,34.52,1.0
2025-10-01,NYSE:OBK,34.56,33.995,34.27,34.32,1.0
2025-10-02,NYSE:OBK,34.44,33.87,34.15,34.36,1.0
2025-10-03,NYSE:OBK,34.94,34.54,34.54,34.55,1.0
2025-10-06,NYSE:OBK,35.48,34.45,34.84,34.91,1.0
2025-10-07,NYSE:OBK,35.385,34.89,34.89,35.02,1.0
2025-10-08,NYSE:OBK,35.45,34.81,35.25,34.84,1.0
2025-09-26,NYSE:CNI,93.025,91.73,92.68,92.88,1.0
2025-09-29,NYSE:CNI,94.9299,93.11,93.15,93.9,1.0
2025-09-30,NYSE:CNI,94.33,92.93,93.66,94.3,1.0
2025-10-01,NYSE:CNI,94.77,93.8641,94.28,94.46,1.0
2025-10-02,NYSE:CNI,94.61,93.82,94.25,94.47,1.0
