ticker,week52_low,week52_high,close_score_date,close_5d_prior,adv_dollar_10d
NYSE:SEM,11.65,40.98,12.35,12.51,13383913.27
NYSE:TEO,6.43,15.535,6.74,7.12,2613805.54
NYSE:ETR,73.15,158.07,88.67,90.29,233752011.49
NYSE:HUYA,2.21,6.43,3.46,3.51,5296344.54
NYSE:BTI,34.17,59.29,54.7,56.59,204236490.39
NASDAQ:LAMR,99.84,139.875,123.75,127.6,81428040.96
NYSE:O,50.71,64.88,59.16,60.41,350094207.89
NYSE:V,268.23,375.51,341.61,339.43,2078336564.49
NYSE:FCPT,25.005,30.1999,25.27,25.45,19280761.28
NYSE:QD,1.77,5.08,3.91,4.28,1251834.85
NYSE:SPGI,427.14,579.05,507.16,544.23,783157119.86
NASDAQ:CSCO,51.415,72.55,68.21,66.53,1319793059.61
NYSE:WGO,28.0,65.65,33.11,33.87,21561227.34
NASDAQ:HBCP,39.59,61.07,56.07,55.38,1762147.05
NASDAQ:XEL,62.12,74.57,72.11,73.35,406643786.25
NASDAQ:CHDN,85.58,150.21,95.3,96.32,64235185.75
NYSE:OGE,39.1,46.91,44.13,44.47,45427028.60
NYSE:MCO,378.71,531.93,480.74,512.31,426966176.72
NYSE:TPB,40.35,104.7604,102.2,102.34,31403612.47
NYSE:MSCI,486.735,642.448,559.75,583.25,504348220.78
