date,symbol,amount
2025-11-12,NYSE:SEM,0.0625
2025-11-05,NASDAQ:AMAL,0.14
2025-12-15,NASDAQ:CTBI,0.53
2025-10-03,NASDAQ:NECB,0.2
2026-01-05,NASDAQ:NECB,0.2
2025-11-14,NASDAQ:BFST,0.15
2025-11-28,NYSE:FDS,1.1
2025-11-03,NASDAQ:HBCP,0.31
2025-12-15,NASDAQ:SYBT,0.32
2025-10-17,NYSE:CL,0.52
2026-01-21,NYSE:CL,0.52
2025-11-07,NASDAQ:WSFS,0.17
2025-09-30,NYSE:FCPT,0.355
2025-12-31,NYSE:FCPT,0.3665
2025-11-21,NYSE:MCO,0.94
2025-10-07,NASDAQ:PFBC,0.75
2026-01-06,NASDAQ:PFBC,0.8
2025-09-30,NYSE:ESS,2.57
2026-01-02,NYSE:ESS,2.57
2025-12-04,NASDAQ:OBT,0.18
2025-12-05,NASDAQ:CHDN,0.438
2025-12-05,NASDAQ:FFIC,0.22
2025-11-14,NYSE:OBK,0.15
