date,symbol,amount
2025-11-12,NYSE:SEM,0.0625
2025-11-07,NASDAQ:WSFS,0.17
2025-12-15,NASDAQ:SYBT,0.32
2025-11-07,NYSE:FCF,0.135
2026-02-06,NYSE:FCF,0.135
2025-11-20,NASDAQ:SBSI,0.36
2025-11-28,NASDAQ:PFIS,0.6175
2025-12-15,NASDAQ:FFIN,0.19
2026-03-13,NASDAQ:FFIN,0.19
2025-11-05,NASDAQ:AMAL,0.14
2026-02-03,NASDAQ:AMAL,0.17
2025-11-28,NASDAQ:CCNE,0.18
2025-10-01,NYSE:SFBS,0.335
2026-01-02,NYSE:SFBS,0.38
2025-12-01,NASDAQ:STRA,0.6
2025-12-05,NASDAQ:MBWM,0.38
2026-03-06,NASDAQ:MBWM,0.39
2025-12-15,NASDAQ:UCB,0.25
2025-12-15,NASDAQ:FISI,0.31
2025-12-15,NASDAQ:SFNC,0.2125
2025-11-05,NASDAQ:NBBK,0.07
2026-02-05,NASDAQ:NBBK,0.07
2025-09-30,NASDAQ:BANF,0.49
2025-12-31,NASDAQ:BANF,0.49
2025-10-03,NASDAQ:NECB,0.2
2026-01-05,NASDAQ:NECB,0.2
