Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted
NYSE:SEM	0.9502691626548767	13.75	2025-08-13	0.07825		-1.301429243873812	11.573588176930476
NYSE:BTI	0.9247084856033325	60.59	2025-10-03	0.6005	ADR	0	0
NYSE:HUYA	0.8543760776519775	3.74	2025-07-01	0	ADR	1.370682619912769	1.370682619912769
NYSE:AIV	0.7234683036804199	7.92				40.33103119677986	20.87108710573325
NYSE:NGG	0.7216297388076782	74.66			ADR	0	0
NYSE:UDR	0.7176810503005981	40.75	2025-07-10	0.4275		39.52743132158205	60.980670361172415
NYSE:EQNR	0.69746333360672	25.50	2025-11-14	0.365	ADR	68.68092396893196	30.134837335565997
NYSE:TEO	0.6904122829437256	7.80			ADR	20.885341161253905	39.34072980992484
NYSE:JHX	0.683874249458313	20.92			ADR	19.837131696839364	23.75553336553522
NYSE:EDN	0.6736847162246704	18.87			ADR	-43.921921681986426	-21.20662238803628
NYSE:SMFG	0.6681569218635559	17.40			ADR	-204.14101260758207	-198.82695764217945
NYSE:UBS	0.6638486385345459	42.37			ADR	1445.998455914194	1457.5540177045034
NYSE:PBR	0.6584576964378357	13.36	2025-08-25	0.33375	exDate: 2025-06-04 amount: 72.82; ADR	23.039446871881616	83.13818697470315
NYSE:FTS	0.6569674611091614	51.32	2025-08-19	0.60875		-14.962474109313758	9.946487633673787
NYSE:BP	0.6554023623466492	36.00	2025-08-15	0.08075	ADR	37.95986772312817	136.84392839145306
NYSE:CPA	0.637975811958313	123.21	2025-08-29	1.61		584.3225311769078	600.2326762303798
NYSE:SGHC	0.6369145512580872	13.43	2025-09-18	0.0385		13.599903394482439	13.599903394482439
NYSE:CEPU	0.6364111304283142	9.41			ADR	20.365052765963746	35.20539623384014
NYSE:ING	0.6288022398948669	26.38	2025-08-11	0.265	ADR	-134.4678650451123	-126.55111622316365
NASDAQ:LX	0.6283203363418579	6.16	2025-08-26	0.54875	ADR	-3.589085867335839	-3.589085867335839
