Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted
NYSE:SEM	0.9632194638252258	13.81	2025-08-13	0.07825		-1.301429243873812	11.573588176930476
NYSE:HUYA	0.8626711964607239	3.74	2025-07-01	0	ADR	1.370682619912769	1.370682619912769
NYSE:BTI	0.8580924868583679	60.51	2025-10-03	0.6005	Buy 245 at $57.43 ~= $14,070; ADR	0	0
NYSE:AIV	0.7201851606369019	7.92			Buy 194 at $7.60 ~= $1,474	40.33103119677986	20.87108710573325
NYSE:EQNR	0.704339325428009	25.51	2025-11-14	0.365	ADR	68.68092396893196	30.134837335565997
NYSE:UDR	0.7013458013534546	40.71	2025-07-10	0.4275		39.52743132158205	60.980670361172415
NYSE:TEO	0.6985658407211304	7.81			ADR	20.885341161253905	39.34072980992484
NYSE:JHX	0.6783487796783447	20.91			ADR	19.857131696839364	23.77553336553522
NYSE:NGG	0.6782084703445435	74.48			ADR	0	0
NYSE:PBR	0.6601732969284058	13.36	2025-08-25	0.33375	exDate: 2025-06-04 amount: 72.82; ADR	23.039446871881616	83.13818697470315
NYSE:FTS	0.6581866145133972	51.30	2025-08-19	0.60875		-14.952474109313759	9.956487633673786
NYSE:EDN	0.6574583649635315	18.85			ADR	-43.921921681986426	-21.20662238803628
NYSE:UBS	0.6568000316619873	42.35			ADR	1445.998455914194	1457.5540177045034
NYSE:BP	0.6544564366340637	35.99	2025-08-15	0.08075	ADR	37.95958322089116	136.83673144429682
NYSE:SMFG	0.6464066505432129	17.38			ADR	-204.14101260758207	-198.82695764217945
NYSE:CPA	0.6421621441841125	123.23	2025-08-29	1.61		584.3925311769077	600.3026762303798
NYSE:SU	0.6332880854606628	43.88	2025-09-04	0.56125		51.64502246650548	96.07519732575115
NYSE:BCS	0.6309673190116882	21.60	2025-08-08	0.02125	ADR	40.479233018789216	40.479233018789216
NYSE:SGHC	0.6299676895141602	13.42	2025-06-23	0.0385		13.599903394482439	13.599903394482439
NASDAQ:LX	0.6280908584594727	6.16	2025-08-26	0.54875	ADR	-3.589085867335839	-3.589085867335839
