date,symbol,amount
2025-11-12,NYSE:SEM,0.0625
2025-11-24,NYSE:TEO,0.048569
2025-11-28,BATS:CBOE,0.72
2025-11-13,NYSE:ETR,0.64
2026-02-09,NYSE:ETR,0.64
2025-10-03,NYSE:BTI,0.749068
2025-12-30,NYSE:BTI,0.749068
2025-09-19,NASDAQ:LAMR,1.55
2025-12-22,NASDAQ:LAMR,1.8
2025-11-10,NASDAQ:AEP,0.95
2026-02-10,NASDAQ:AEP,0.95
2025-10-31,NYSE:SITC,1
2025-12-15,NYSE:SITC,1
2025-11-20,NYSE:MNR,0.27
2026-02-26,NYSE:MNR,0.53
2025-11-19,NYSE:ED,0.85
2026-02-18,NYSE:ED,0.8875
2025-12-01,NYSE:ALL,1
2026-03-02,NYSE:ALL,1.08
2025-12-29,NASDAQ:XEL,0.57
2025-12-05,NASDAQ:CHDN,0.438
2025-11-05,NYSE:IDA,0.88
2026-02-05,NYSE:IDA,0.88
2025-10-02,NYSE:PGR,0.1
2026-01-02,NYSE:PGR,13.6
2025-12-15,NYSE:DVN,0.24
2025-09-25,NYSE:INVH,0.29
2025-12-23,NYSE:INVH,0.3
2025-10-06,NYSE:OGE,0.425
2026-01-05,NYSE:OGE,0.425
