ticker,week52_low,week52_high,close_score_date,close_5d_prior,adv_dollar_10d
NYSE:SEM,11.65,40.98,12.64,12.35,13213631.32
NASDAQ:WSFS,42.44,62.75,55.1,55.43,22305502.67
NYSE:FCF,13.54,19.96,17.4,17.55,13556371.67
NASDAQ:SBSI,25.85,38.0,29.03,30.14,4491391.19
NASDAQ:PFIS,38.895,59.7,49.66,51.31,2449408.44
NASDAQ:AMAL,25.03,38.19,27.69,28.09,4123488.30
NASDAQ:FFIN,30.58,44.66,34.11,34.87,18932155.30
NASDAQ:TBBK,40.51,80.76,77.32,78.07,49201750.34
NASDAQ:SYBT,57.12,83.83,71.22,75.27,10912445.14
NASDAQ:BANF,97.02,138.77,130.79,131.81,22548664.08
NYSE:SFBS,66.48,101.37,82.59,84.24,22897496.20
NASDAQ:STRA,72.2491,104.51,85.07,82.01,16865220.73
NASDAQ:ORRF,25.565,41.99,34.6,35.45,3713465.14
NASDAQ:SFNC,17.2,25.95,19.71,20.06,17871558.85
NASDAQ:NECB,19.75,31.7199,20.87,21.42,1524314.34
NASDAQ:CCNE,19.32,29.29,24.93,26.15,4260626.77
NASDAQ:MBWM,37.76,52.98,45.8,47.0,2871877.50
NASDAQ:VBTX,20.37,34.96,33.78,34.3,39096459.57
NYSE:GNTY,32.04,52.34,49.95,49.74,2872371.35
NASDAQ:UCB,22.93,35.38,31.83,32.23,22185910.81
