Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted
NYSE:SEM	1	19.05	2025-08-13	0.07825	Buy 55 at $12.70 ~= $699	-1.3039017868836227	11.44652665171677
NYSE:BTI	0.980313241481781	57.08	2025-10-03	0.6005	ADR	0	0
NYSE:HUYA	0.9732033014297485	3.71	2025-07-01	0	ADR	1.2406826199127696	1.2406826199127696
NYSE:CP	0.9716324210166931	80.22	2025-09-26	0.1995		79.05463115512931	107.00520653918434
NYSE:WIT	0.9670955538749695	2.93	2025-07-28	2.75	ADR	205.38323091658367	246.90273308416423
NYSE:OBK	0.9567199349403381	38.46	2025-08-15	0.15		-196.84506501570894	-191.45141223628076
NYSE:CNI	0.9477450251579285	98.73	2025-09-08	0.86625		96.47930557696192	119.8251482055909
NASDAQ:HBCP	0.9404124617576599	59.25	2025-08-04	0.2625		-266.58592835677166	-260.96793607323036
NYSE:BBD	0.9329166412353516	3.59	2025-10-01	0.3165	ADR	-17.13159458855533	-14.571287486808279
NYSE:UL	0.9300875663757324	64.29	2025-08-15	0.458	ADR	0	0
NYSE:CL	0.9224872589111328	86.52	2025-10-17	0.505		131.95102244542235	145.47626206112463
NASDAQ:BFST	0.9166368842124939	25.92	2025-08-15	0.14		-163.01905680299032	-159.5593117435888
NYSE:NWG	0.9161981344223022	14.90	2025-08-08	0.0625	ADR	-49.49642996374061	-49.11840723719437
NYSE:WU	0.9036359786987305	8.71	2025-09-16	0.235		6.367610608584022	10.649528131307624
NYSE:FND	0.9012205600738525	87.04				70.26196989724575	92.48983922712665
NYSE:STLA	0.8907319903373718	10.32				0	0
NYSE:WPP	0.8900503516197205	25.48	2025-10-10	0.07975	ADR	0	0
NYSE:IBN	0.8833708167076111	33.11	2025-08-12	0	ADR	-1447.8472886789712	-1346.2868299772867
NYSE:MFG	0.8772838711738586	7.20			ADR	-95.04362534799878	-94.71633369828936
NYSE:SUPV	0.8690885305404663	7.47			ADR	117.46115320897734	128.15865324347882
