ticker,week52_low,week52_high,close_score_date,close_5d_prior,adv_dollar_10d
NASDAQ:BULL,9.54,79.56,13.45,14.96,151249408.83
NYSE:HIMS,13.47,72.98,41.53,42.99,927651734.37
NYSE:SCHW,61.16,99.59,96.12,96.19,724806846.23
NASDAQ:IBKR,49.3,236.53,63.9,62.76,944593509.88
NASDAQ:TIGR,3.39,14.48,12.32,12.71,102532120.68
NYSE:BTI,34.17,59.29,55.24,57.8,258577415.82
NYSE:TDOC,6.35,15.21,7.64,7.67,35084878.67
NYSE:IBM,199.335,296.16,241.5,239.43,830432075.95
NYSE:CPRI,11.86,43.34,20.59,21.33,47281868.83
NASDAQ:FUTU,56.22,197.35,186.98,194.74,487520470.25
NASDAQ:TOI,0.1253,4.5,3.25,3.47,4887396.42
NYSE:WT,7.47,13.79,13.51,13.14,45039634.31
NYSE:TT,298.15,476.185,410.93,419.63,456587732.65
NYSE:PBA,34.13,43.44,37.5,37.81,70865461.83
NASDAQ:SEIC,64.6622,93.96,88.1,89.63,50504397.90
NASDAQ:NAVI,10.53,16.76,13.73,13.54,8590610.44
NASDAQ:MKTX,179.0976,296.68,180.2,190.15,110696635.19
NYSE:NMR,4.86,7.4599,7.16,7.3,3703805.35
NYSE:DOV,143.04,222.31,175.77,180.51,157154379.07
NASDAQ:BOOM,5.78,13.77,6.68,6.79,1384642.10
