ticker,week52_low,week52_high,close_score_date,close_5d_prior,adv_dollar_10d
NYSE:BTI,34.17,59.29,56.26,55.08,255709190.95
NYSE:SEM,11.65,40.98,12.46,12.92,11215625.65
NYSE:RELX,44.185,56.33,45.13,45.82,83316132.27
NYSE:HUYA,2.21,6.43,3.33,3.78,6872399.55
NYSE:WPP,24.28,57.37,26.87,26.55,8410123.62
NYSE:EVTL,0.66,15.99,4.86,4.66,3956746.00
NYSE:CNI,91.65,121.12,92.41,96.58,185883082.43
NYSE:STLA,8.393,16.29,8.75,9.14,108901858.34
NASDAQ:EPIX,0.1912,7.88,0.205,0.2365,1490656.72
NYSE:ALIT,3.56,8.925,3.58,3.92,30304751.44
NYSE:ARCO,6.505,10.267999999999999,7.0,6.84,7692623.37
NYSE:VTEX,3.915,7.58,4.03,4.0,5254099.55
NASDAQ:SNY,44.73,60.12,47.16,49.89,166388625.04
NYSE:EDN,17.0,51.69,18.78,20.67,3367361.16
NASDAQ:BTDR,5.62,26.99,13.64,13.26,54603911.30
NYSE:PCG,12.97,21.72,15.26,15.35,361979624.40
NASDAQ:MRX,22.33,49.34,34.5,35.88,32823678.84
NYSE:ETR,73.15,158.07,88.44,87.2,222122610.54
NYSE:GIB,92.58,122.79,92.8,96.43,25246205.10
NYSE:UL,54.32,65.87,62.78,64.24,152060104.12
