date,symbol,amount
2025-11-12,NYSE:SEM,0.0625
2025-10-03,NYSE:BTI,0.749068
2025-12-30,NYSE:BTI,0.749068
2025-10-03,NYSE:PM,1.47
2025-12-26,NYSE:PM,1.47
2025-11-24,NYSE:TEO,0.048569
2025-12-01,NYSE:ALIT,0.04
2025-10-03,NASDAQ:MORN,0.455
2026-01-02,NASDAQ:MORN,0.5
2025-11-07,NASDAQ:PAYX,1.08
2026-01-28,NASDAQ:PAYX,1.08
2025-11-10,NASDAQ:AEP,0.95
2026-02-10,NASDAQ:AEP,0.95
2025-10-07,NYSE:EIX,0.8275
2026-01-07,NYSE:EIX,0.8775
2025-11-13,NYSE:ETR,0.64
2026-02-09,NYSE:ETR,0.64
2025-11-07,NYSE:DEA,0.45
2025-10-10,NASDAQ:MRVL,0.06
2026-01-09,NASDAQ:MRVL,0.06
2025-09-12,NASDAQ:ADP,1.54
2025-12-12,NASDAQ:ADP,1.7
2025-09-30,NYSE:PCG,0.025
2025-12-31,NYSE:PCG,0.05
