ticker,week52_low,week52_high,close_score_date,close_5d_prior,adv_dollar_10d
NYSE:SEM,11.65,40.98,12.84,12.55,13723722.11
NASDAQ:WSFS,42.44,62.75,53.93,54.96,20313544.68
NYSE:FCF,13.54,19.96,17.05,17.45,13871737.74
NASDAQ:SYBT,57.12,83.83,69.99,73.535,11480630.01
NASDAQ:SBSI,25.85,38.0,28.25,29.25,4520043.23
NYSE:GNTY,32.04,52.34,48.75,49.38,3664104.51
NASDAQ:STRA,72.2491,104.51,86.01,83.64,15356969.97
NASDAQ:AMAL,25.03,38.19,27.15,27.72,4174938.12
NASDAQ:PFIS,38.895,59.7,48.61,50.85,2296511.27
NASDAQ:FFIN,30.58,44.66,33.65,34.38,19061590.14
NYSE:SFBS,66.48,101.37,80.53,83.34,22714211.14
NASDAQ:CCNE,19.32,29.29,24.2,25.58,4303812.87
NASDAQ:MBWM,37.76,52.98,45.0,46.27,3067243.98
NASDAQ:UCB,22.93,35.38,31.35,31.4,22615737.30
NASDAQ:SFNC,17.2,25.95,19.17,19.74,19387799.26
NASDAQ:NBBK,15.094000000000001,21.05,17.65,18.27,3265575.19
NYSE:FFWM,4.415,8.52,5.57,5.73,4223492.94
NASDAQ:FISI,20.97,29.785,27.2,27.16,3950038.41
NASDAQ:MSBI,14.79,28.08,17.14,17.75,2469088.61
NASDAQ:NECB,19.75,31.7199,20.57,21.22,1511059.43
