Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted
NYSE:SEM	1	18.99	2025-08-13	0.07825	Buy 297 at $12.66 ~= $3,760	-1.609276971682948	11.15236656456678
NYSE:TEO	1	10.38			ADR	19.786551093072738	38.22096638732092
NASDAQ:CHDN	0.816735029220581	102.79				79.54903218952686	112.50554792898616
NYSE:CAVA	0.7870763540267944	67.37				68.42320546358944	76.10528030483313
NYSE:ABM	0.7838131785392761	47.87	2025-10-02	0.255		72.76633008446123	91.26142804548458
NYSE:CTRA	0.7818046808242798	25.12	2025-08-14	0.215		50.187582474086035	97.7759370654402
NYSE:INVH	0.7799858450889587	31.21	2025-09-25	0.2875		51.83692525390193	73.70118520477958
NYSE:ETR	0.7425509691238403	93.18	2025-08-13	0.595		-14.014711397855905	38.27649034602711
NYSE:HUYA	0.7116637825965881	3.72	2025-07-01	0	ADR	1.3206826199127695	1.3206826199127695
NYSE:SG	0.704647958278656	9.09				4.314786363047239	6.846460330793455
NASDAQ:CPRT	0.6926952600479126	48.09				73.19958180124064	77.17267721727747
NASDAQ:BFST	0.6907748579978943	25.63	2025-08-15	0.14		-162.81442563908732	-159.34798523659987
NASDAQ:TXRH	0.6831592321395874	167.25	2025-09-02	0.645		178.90061302270777	233.15338382063274
NYSE:CAL	0.6828469634056091	15.55	2025-09-12	0.07		9.862017600308663	27.990419712678214
NASDAQ:WEN	0.6785829067230225	9.94	2025-09-02	0.2225		-2.5479812247819917	8.271070835210873
NYSE:ACVA	0.6750961542129517	10.96				9.40815308939623	11.76679160163935
NYSE:CCI	0.6679564118385315	98.02	2025-09-15	1.44		109.88143049392366	136.69432100350667
NYSE:SITC	0.6665737628936768	9.34	2025-09-02	0		54.50923240464906	108.74953221862238
NYSE:YUM	0.6486405730247498	152.56	2025-09-02	0.7		150.3137187838072	156.71520689985292
NASDAQ:HPK	0.6460174918174744	7.46	2025-09-02	0.04		-3.4814656385420424	50.52671396540231
