date,symbol,amount
2025-11-12,NYSE:SEM,0.0625
2025-10-10,NYSE:GIS,0.61
2026-01-09,NYSE:GIS,0.61
2025-10-03,NYSE:BTI,0.749068
2025-12-30,NYSE:BTI,0.749068
2025-11-19,NYSE:ED,0.85
2025-12-15,NYSE:DVN,0.24
2025-11-14,NYSE:OBK,0.15
2025-09-30,NYSE:FCPT,0.355
2025-12-31,NYSE:FCPT,0.3665
2025-11-13,NYSE:ETR,0.64
2025-09-19,NASDAQ:LAMR,1.55
2025-12-22,NASDAQ:LAMR,0.25
2025-11-20,NYSE:MNR,0.27
2025-09-30,NYSE:ESS,2.57
2025-12-15,NASDAQ:REG,0.755
2025-10-31,NYSE:NNN,0.6
2025-09-25,NYSE:INVH,0.29
2025-12-01,NYSE:ALL,1
2025-11-21,NYSE:MCO,0.94
2025-12-01,NASDAQ:LFVN,0.045
