Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted
NYSE:SEM	1	18.99	2025-08-13	0.07825	Buy 297 at $12.66 ~= $3,760	-1.609276971682948	11.15236656456678
NYSE:TEO	1	10.38			ADR	19.786551093072738	38.22096638732092
NASDAQ:CHDN	0.747559130191803	102.26				79.54903218952686	112.50554792898616
NYSE:ETR	0.7426130175590515	93.18	2025-08-13	0.595		-14.014711397855905	38.27649034602711
NYSE:HUYA	0.7363819479942322	3.72	2025-07-01	0	ADR	1.3206826199127695	1.3206826199127695
NYSE:CAVA	0.7226406931877136	67.08				68.40320546358944	76.08528030483313
NYSE:INVH	0.6788505911827087	31.02	2025-09-25	0.2875		51.82692525390193	73.69118520477959
NYSE:CTRA	0.6730618476867676	24.92	2025-08-14	0.215		50.19758247408603	97.78593706544021
NASDAQ:BFST	0.6679361462593079	25.60	2025-08-15	0.14		-162.81442563908732	-159.34798523659987
NYSE:SITC	0.652076005935669	9.33	2025-09-02	0		54.50923240464906	108.74953221862238
NYSE:BFS	0.6484844088554382	33.64	2025-07-15	0.59		-2.4656120004963435	26.590792580076137
NYSE:BTI	0.6442434787750244	57.12	2025-10-03	0.6005	ADR	0	0
NASDAQ:HBCP	0.6412385106086731	59.08	2025-08-04	0.2625		-265.604752357363	-259.9794718848274
NYSE:ABM	0.6351131200790405	47.46	2025-10-02	0.255		72.76633008446123	91.26142804548458
NYSE:GTY	0.6158472299575806	28.92	2025-09-25	0.465		26.30555933456192	36.40891093516659
NYSE:TPB	0.6092242002487183	106.89	2025-09-19	0.0725		112.14847920254395	117.00929399286508
NYSE:VIST	0.6085140109062195	36.34			ADR	8.627741193482615	55.506536912476236
NASDAQ:LAMR	0.6078881025314331	128.75	2025-09-19	1.475		145.86919970208407	184.66383557928086
NYSE:YUM	0.6076667904853821	152.26	2025-09-02	0.7		150.3037187838072	156.70520689985293
NYSE:COP	0.606488049030304	97.22	2025-08-18	0.78		76.3717466118835	167.12616069318395
