ticker,week52_low,week52_high,close_score_date,close_5d_prior,adv_dollar_10d
NYSE:SEM,11.65,40.98,12.67,12.27,13116920.16
NYSE:TEO,6.43,15.535,7.6,7.18,2457032.30
NYSE:FCPT,24.415,30.12,24.43,25.41,20006454.73
NYSE:INVH,29.185,36.2471,29.21,29.64,153747747.96
NYSE:ESS,243.85,316.29,264.59,266.23,114631798.54
NASDAQ:LAMR,99.84,139.875,123.02,126.605,69005743.87
NASDAQ:CHDN,85.58,150.21,98.01,96.1,66561765.41
NYSE:O,50.71,64.88,59.98,59.71,363854868.27
NYSE:ETR,73.15,158.07,91.59,88.18,227194738.29
NYSE:PCG,12.97,21.72,14.66,15.09,371011189.90
NYSE:SG,8.11,45.12,8.32,8.71,40161109.41
NYSE:AMT,172.51,238.34,192.93,197.22,623992957.12
NYSE:BTI,34.17,59.29,52.38,56.03,225464664.73
NASDAQ:MORN,230.86,365.0,237.11,248.92,144548106.93
NYSE:CURV,1.62,7.185,1.87,1.85,1454537.08
NYSE:CAL,12.09,34.38,13.94,15.2,12931616.27
NYSE:HLLY,1.6,4.095,3.22,3.3,4283717.47
NYSE:SITC,8.59,60.51,8.73,8.66,11773406.89
NYSE:KIM,17.93,25.83,21.63,21.95,86321057.80
NYSE:AMH,31.68,39.88,32.76,33.28,102657493.87
