Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted
NYSE:BFAM	0.9229705929756165	124.72				208.18610180392923	237.3318252306985
NYSE:SEM	0.9074350595474243	13.81	2025-08-13	0.07825		-1.1085833307070685	11.530891847280088
NASDAQ:EPIX	0.886740505695343	0.25	2025-08-25	0		0.777413005101677	0.7814321858166663
NYSE:HUYA	0.7248620390892029	3.92	2025-07-01	0	ADR	1.5006826199127696	1.5006826199127696
NYSE:LUMN	0.7079212069511414	5.56				-10.289129158557444	-2.7768916066758838
NYSE:BB	0.698320746421814	3.95				0	0
NYSE:ALC	0.6723828911781311	82.20				117.01367616112205	164.17612292946757
NYSE:WPP	0.6524913311004639	28.08	2025-10-10	0.07975	ADR	0	0
NASDAQ:LILAK	0.6390236616134644	8.50				-52.61092466400065	46.97237480028214
NYSE:FMX	0.6378942728042603	88.98	2025-07-17	1.14575	ADR	512.7326867254898	2491.443879648724
NYSE:AGRO	0.6285053491592407	8.68				22.949879631872893	53.17559827010202
NYSE:ALIT	0.6110068559646606	4.09	2025-09-02	0.03		3.055894662394778	13.25512154142498
NYSE:RIG	0.6089075207710266	3.22				1.5757816213101155	15.046668237940974
NASDAQ:BTDR	0.6083024740219116	13.81				10.32224172976951	14.429736781365952
NASDAQ:CSIQ	0.6034271121025085	10.42				-89.4813840728609	-117.78930076566719
NASDAQ:HRZN	0.60316401720047	7.32	2025-09-17	0.33		46.127532064003816	46.24937753717329
NYSE:BLCO	0.6021217703819275	15.27				3.15454818899464	3.3257017645977607
NYSE:TKC	0.6010973453521729	5.78	2025-12-29	0.909	ADR	19.337937031746556	49.43982823258904
NASDAQ:PSEC	0.600814938545227	3.00	2025-09-26	0.15		0.7430659695745482	0.7724234066530188
NYSE:BEKE	0.5970970988273621	19.32			ADR	0	0
