Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted
NYSE:IRS	0.5768417119979858	16.03	2025-11-24	56.21	ADR	2240.7317175781977	2239.7468643277193
NYSE:DD	0.5443484783172607	42.35	2025-11-28	0.4025	Buy 65 at $40.98 ~= $2,664	64.19094886556671	90.45471495078765
NASDAQ:CRML	0.46450144052505493	8.38				0	0
NASDAQ:AVGO	0.44893091917037964	356.66	2025-12-22	0.605		420.09469625433877	453.4926922119641
NYSE:GTLS	0.35324418544769287	211.32				144.59353464095884	207.06763381684604
NYSE:EDN	0.3052801787853241	32.00			ADR	-4231.628000947683	58507.20506284367
NASDAQ:NVDA	0.2902507483959198	180.35	2025-12-04	0.01		231.32787020876137	233.44964579151542
NASDAQ:QCOM	0.26358622312545776	181.58	2025-12-04	0.87		280.2527471535952	295.0057989207103
NYSE:RES	0.25342196226119995	5.81	2025-11-10	0.04		7.10979004876004	14.723619953918046
NYSE:BZH	0.2532213628292084	22.51				-19.973611175999107	1.4506310357399124
NASDAQ:SWKS	0.22798001766204834	68.24	2025-11-18	0.7025		113.25129914753245	146.03231902070678
NYSE:PHM	0.22782926261425018	127.86	2025-12-16	0.22		229.8712755533908	235.7506247233025
NASDAQ:SIMO	0.22340166568756104	88.90	2026-02-11	0	ADR	94.28880340454629	103.45137493044967
NYSE:YPF	0.20953384041786194	35.85			ADR	-63159.26607054285	74478.60012549662
NYSE:LBRT	0.2086329460144043	18.70	2025-12-04	0.08		27.74624775395657	39.61699899305365
NASDAQ:ADI	0.20446665585041046	286.38	2025-12-08	0.99		359.46010820507774	401.7908183072362
NASDAQ:RMR	0.1910621076822281	16.03	2025-10-27	0.45		40.06348606524409	48.0859891447551
NYSE:KBH	0.1831505000591278	66.61	2025-11-13	0.25		0	0
NASDAQ:ALAB	0.1811198741197586	155.88				0	0
NYSE:EPAC	0.17420628666877747	40.59	2025-10-07	0.01		0	0
