Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted
NASDAQ:IXHL	1	0.72				0.5781492305160044	0.5836105978330883
NYSE:RF	1	39.75	2025-12-01	0.25375		-83.32529726277457	-81.81528502667906
NYSE:MPW	1	8.32	2025-12-11	0.08		-7.859525719457197	-3.601424780449139
NYSE:BHP	1	88.44			ADR	0	0
NASDAQ:TEAM	1	243.60				208.21632493558474	218.39044713671402
NYSE:VMC	1	451.31	2025-11-10	0.4825		462.78505841476954	564.6499830383137
NASDAQ:ADTN	1	13.13				4.502003185627982	27.099666952167713
NYSE:HMC	1	44.14	2025-09-29	25.75	ADR	-26.02288043204715	32.47256310945671
NYSE:EHC	1	169.81	2026-01-02	0.175		135.54132509965896	193.63938244330703
NASDAQ:ROAD	1	159.07				165.36181600018315	223.18992374810057
NYSE:HCC	1	122.79	2025-11-07	0.08		87.67887980881241	118.50478801674625
NYSE:WDS	1	25.08			ADR	0	0
NYSE:PRA	1	35.94				-31.03460486274033	-25.98789189293692
NYSE:TM	1	294.66	2025-09-30	23.75	ADR	15.504989928405875	96.1816564527918
NYSE:SFBS	1	110.97	2025-10-01	0.335		-77.84090111102728	-76.78719978380146
NASDAQ:IMRN	1	2.29			ADR	0	0
NASDAQ:LAKE	1	22.98	2025-11-17	0.03		0	0
NASDAQ:MESO	1	27.54			ADR	0	0
NASDAQ:TBRG	1	34.80				51.35820157668087	69.57959353485641
NYSE:TBN	1	39.75				7.1999968738104805	7.2512110590607595
