ticker,week52_low,week52_high,close_score_date,close_5d_prior,adv_dollar_10d
NASDAQ:MASI,133.7,194.88,141.68,142.43,108184518.18
NASDAQ:IRTC,81.1,212.0,178.37,188.01,72802645.39
NYSE:MDT,79.29,106.33,101.36,105.33,702383655.47
NYSE:GKOS,73.16,163.71,108.51,106.29,83295673.21
NYSE:PEN,221.26,310.0,300.66,293.17,146478782.20
NASDAQ:CTKB,2.37,7.3,4.99,5.65,6469385.01
NASDAQ:SMLR,17.41,81.5551,18.67,21.72,7787826.37
NYSE:AVNS,9.303,19.18,11.26,11.74,5812422.42
NYSE:STE,200.98,268.6,263.28,266.28,160399773.03
NASDAQ:CLPT,9.76,30.0999,13.54,14.46,6511456.89
NASDAQ:DXCM,54.11,93.25,65.49,63.47,282178519.94
NASDAQ:OM,0.39,21.98,4.39,4.56,2649506.68
NYSEAMERICAN:SENS,0.25,8.73,6.62,6.18,2101236.75
NYSE:EW,65.94,87.89,86.19,86.67,292417721.82
NASDAQ:ATEC,8.695,22.66,21.45,22.55,43148219.27
NASDAQ:CVRX,4.2993,18.55,9.05,9.81,1408962.88
NASDAQ:SIBN,12.495,20.05,19.68,19.46,11188766.33
NYSE:SYK,329.1608,406.19,364.02,371.18,535160428.40
NASDAQ:LAB,0.92,2.25,1.43,1.5,3383608.72
NASDAQ:CERS,1.12,2.235,2.07,1.76,3024478.51
