ticker,week52_low,week52_high,close_score_date,close_5d_prior,adv_dollar_10d
NYSE:RF,17.74,27.605,26.28,25.45,263544807.59
NYSE:MPW,3.51,6.34,5.48,5.76,37215201.90
NASDAQ:ADTN,6.93,12.44,8.53,7.93,13152162.17
NYSE:VMC,215.08,311.74,294.87,297.24,236501308.64
NYSE:EHC,87.85,127.99,112.5,116.22,74396784.84
NYSE:HCC,38.0,85.86,81.61,78.29,49978601.05
NASDAQ:IRTC,81.87,212.0,178.37,188.01,72802645.39
NYSE:PRA,13.9,24.22,23.9,24.08,7804212.77
NASDAQ:ROAD,64.7925,138.9,103.04,109.0,49993442.34
NYSE:SFBS,66.48,97.1813,72.24,71.13,16341469.48
NASDAQ:TBRG,17.71,32.0,23.02,21.96,2175990.69
NASDAQ:LAKE,12.76,27.2799,15.33,15.18,1357994.90
NYSE:MDT,79.29,106.33,101.36,105.33,702383655.47
NASDAQ:MASI,133.7,194.88,141.68,142.43,108184518.18
NASDAQ:LAB,0.92,2.25,1.43,1.5,3383608.72
NASDAQ:PACB,0.8511,2.725,2.39,2.32,24102834.13
NYSE:AVNS,9.303,19.0,11.26,11.74,5812422.42
NYSE:GKOS,73.16,163.71,108.51,106.29,83295673.21
NASDAQ:CTKB,2.37,7.3,4.99,5.65,6469385.01
NASDAQ:ATEC,8.695,22.66,21.45,22.55,43148219.27
