Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted
NYSE:DD	0.8863692879676819	43.67	2025-11-28	0.4025	Buy 64 at $41.31 ~= $2,644	73.35033800566588	107.46639063945474
NYSE:PBR.A	0.5318498015403748	11.38	2025-12-26	0.841	ADR	85.41854411741097	107.62715075518103
NYSE:RES	0.4921027719974518	5.63	2025-11-10	0.04		6.878024020218721	14.47635723276943
NASDAQ:MRVL	0.46413299441337585	89.82	2026-01-09	0.06		110.1074302673961	130.6593472721787
NASDAQ:QCOM	0.4194822907447815	180.49	2025-12-04	0.87		282.46268565551816	297.18855355669956
NASDAQ:NVDA	0.41614967584609985	198.14	2025-12-04	0.01		250.6705086001351	252.783883516176
NASDAQ:CEVA	0.3896262049674988	22.47				23.982823280614376	25.131805740033602
NASDAQ:WFRD	0.38054102659225464	80.36	2025-11-06	0.25		115.23517411279082	167.78824387788632
NASDAQ:AVGO	0.3798840343952179	362.79	2025-12-22	0.605		445.401098706224	478.5375257075524
NYSE:SLB	0.37655964493751526	39.08	2025-12-03	0.2825		78.50387518430176	108.42015549401683
NYSE:CLB	0.3704165518283844	17.03	2025-11-03	0.01		19.01041661860996	24.63122905109053
NYSE:PUMP	0.36766359210014343	9.60				15.312991417203015	23.485667384583365
NYSE:AROC	0.3621571660041809	26.58	2025-11-04	0.2		19.27217344063917	46.24624795850311
NASDAQ:ADI	0.3557138442993164	285.27	2025-12-08	0.99		365.0263455040545	407.27790362610796
NYSE:BSX	0.35509228706359863	98.83				199.30532392604687	243.84425183304072
NYSE:SYK	0.35428279638290405	364.94	2025-12-31	0.84		537.2563677839327	598.4978798524482
NYSE:NOV	0.35296857357025146	16.22	2025-12-05	0.075		50.04832080779925	67.44807623490857
NYSE:NGS	0.3462708294391632	34.91				13.811443647539033	27.717939505608907
NYSE:JCI	0.3344908058643341	125.23	2025-12-22	0.3775		149.80270400496815	169.57498546651232
NYSE:KGS	0.33260995149612427	37.73	2025-11-03	0.45		6.958021712417379	47.88949044579884
