Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted
NYSE:RF	1	38.38	2025-12-01	0.25375		-75.34535410813284	-73.6179668265395
NYSE:MPW	1	8.70	2025-12-11	0.08	Buy 448 at $5.80 ~= $2,598	-10.25951676452942	-2.0604527307876244
NASDAQ:ADTN	1	12.09			Buy 322 at $8.06 ~= $2,595	4.012784804854023	27.264072712215835
NYSE:PRA	1	36.20			Buy 107 at $24.13 ~= $2,582	-29.88609223732917	-24.703871838262213
NASDAQ:ROAD	1	163.81			Buy 23 at $109.21 ~= $2,512	174.7565294405354	234.3534015952386
NYSE:VMC	1	446.42	2025-11-10	0.4825	Buy 2 at $297.61 ~= $595	472.3408450331891	577.2410346086185
NYSE:HCC	1	117.75	2025-11-07	0.08		84.49303109083178	115.8063563135245
NYSE:EHC	1	175.23	2026-01-02	0.175		141.00753988901678	200.82257912558666
NYSE:SFBS	1	107.46	2025-10-01	0.335		-76.50486137511362	-75.43094341448803
NASDAQ:TBRG	1	34.13				50.818361817343465	69.30543840545279
NASDAQ:LAKE	1	22.86	2025-11-17	0.03		0	0
NYSE:STE	0.7989590167999268	281.43	2025-11-18	0.585		346.3917261491268	420.1614383959991
NYSE:TM	0.7938603758811951	211.93	2025-09-30	23.75	ADR	23.854562148679033	106.46677476382366
NASDAQ:IRTC	0.7888170480728149	199.64				185.42217523867322	193.52688734061624
NYSE:MDT	0.777907133102417	110.20	2025-09-26	0.705		100.02859936836667	133.14697725298225
NYSE:AVNS	0.7373815774917603	12.59				16.52425765038606	28.170401406624777
NYSE:ABT	0.7312979698181152	134.95	2025-10-15	0.59		207.25943493809257	241.08974487581233
NASDAQ:MASI	0.7162832021713257	149.85				176.48332370729284	188.3720359254431
NYSEAMERICAN:SENS	0.7084705233573914	6.55				1.4311585238873	1.4968580935658697
NASDAQ:PRCT	0.7059608101844788	33.13				29.752744449732244	29.969204720416993
