ticker,week52_low,week52_high,close_score_date,close_5d_prior,adv_dollar_10d
NYSE:DD,33.335,85.0,41.07,40.6,230283826.22
NASDAQ:AVGO,138.1,414.61,350.22,326.02,21097520115.39
NASDAQ:QCOM,120.8019,205.95,174.77,172.34,1480687003.11
NASDAQ:NVDA,86.62,212.1899,188.61,170.94,31590958393.63
NYSE:GTLS,104.6,220.03,205.96,205.61,138953691.38
NASDAQ:RMBS,40.12,114.55,94.48,90.61,143131162.46
NASDAQ:AIP,5.46,19.85,15.94,15.15,9454709.69
NASDAQ:INTC,17.665,44.02,36.16,36.05,2462468840.71
NYSE:TPC,18.335,77.0,68.93,66.02,35695716.13
NASDAQ:ADI,158.65,284.225,277.56,271.04,1040435522.21
NASDAQ:ALAB,47.125,262.9,169.97,140.24,760475512.88
NASDAQ:SWKS,47.93,95.4597,64.51,65.0,168243288.64
NYSE:BSX,85.98,109.5,96.13,94.48,1000206368.91
NASDAQ:MRVL,47.085,127.48,86.49,81.7,1159785867.73
NYSE:JCI,68.03,123.78,121.39,116.38,782991413.48
NYSE:CARR,50.3,81.09,53.5,52.4,376090770.84
NASDAQ:AOSL,15.895,46.65,20.21,20.05,7404175.45
NYSE:TJX,112.1,157.825,157.29,155.66,708644584.49
NYSE:GGB,2.27,3.8,3.74,3.67,50403625.80
NASDAQ:MXL,8.35,25.73,17.54,16.98,20508941.34
