Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted
NYSE:IRS	0.8266277313232422	16.27	2025-11-24	56.21	ADR	2239.320476305316	2238.3558442970593
NYSE:EDN	0.737566351890564	32.74			Buy 85 at $31.38 ~= $2,667; ADR	-4228.322004518665	58224.842229170084
NYSE:DD	0.6251927614212036	42.36	2025-11-28	0.4025	Buy 65 at $40.85 ~= $2,655	63.80608205696733	89.97252594652616
NYSE:YPF	0.505986750125885	36.02			ADR	-63158.59627631208	73824.00319882833
NASDAQ:CRML	0.5043531656265259	8.40				0	0
NYSE:LOMA	0.46637964248657227	13.24			ADR	12.418456686454823	13.647441863188703
NYSE:TMHC	0.4213610291481018	64.13				113.65097396606562	117.8283115403112
NYSE:BZH	0.4198997914791107	23.28				-19.3429163992214	2.0078425389690424
NYSE:PHM	0.4056524932384491	130.80	2025-12-16	0.22		230.95727549567124	236.81145771958188
NYSE:CEPU	0.3865683674812317	17.08			ADR	31.588158349368868	13.207591569165581
NYSE:LBRT	0.3564644157886505	19.49	2025-12-04	0.08		28.548569228183702	40.43223007165568
NASDAQ:CRESY	0.3375716209411621	12.04	2025-11-28	25.97	ADR	22921.690261765463	23787.020599684005
NYSE:KBH	0.31962883472442627	66.90	2025-11-13	0.25		0	0
NASDAQ:CVCO	0.30705490708351135	617.13				923.3233420446248	949.4270654406731
NYSE:TEO	0.2947227656841278	12.01	2025-11-24	0	ADR	129873.77513792925	431592.06274957006
NYSE:RES	0.2898363471031189	5.79	2025-11-10	0.04		6.937143191231895	14.527751120973152
NYSE:GTLS	0.2892873287200928	211.44				144.93971494828853	207.22837943024197
NYSE:TPH	0.2880110740661621	34.74				50.97210115332547	54.54065211657542
NYSE:TGS	0.2746885418891907	32.23			ADR	64.41482843001876	99.39965705435694
NYSE:HOV	0.26887696981430054	113.33				0	0
