Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted
NASDAQ:ICON	0.6581993103027344	0.89				0	0
NYSE:TAK	0.6286000609397888	14.98			ADR	25.05323413972562	41.533715282027174
NYSE:DD	0.5915239453315735	41.24	2025-11-28	0.4025	Buy 30 at $39.83 ~= $1,195	64.55575237790487	91.31851520656939
NYSE:NMR	0.5897241234779358	7.90			ADR	-64.62658353027467	-61.870645757657485
NASDAQ:ACMR	0.556759774684906	34.60				78.25242799501817	81.28193039462712
NYSE:IX	0.540282666683197	28.29			ADR	-27.387265727859226	25.945217751035745
NYSE:MFG	0.5362905263900757	7.35			ADR	-95.32796904865491	-92.60269906437325
NASDAQ:AMBA	0.5296640396118164	77.69				0	0
NASDAQ:AEHR	0.46416395902633667	24.07				27.181501907607487	27.784425804092454
NASDAQ:AVGO	0.45428842306137085	414.97	2025-09-22	0.59		0	0
NASDAQ:NVDA	0.45140156149864197	184.60	2025-12-04	0.01		239.3063063002078	241.49323388706154
NASDAQ:UCTT	0.4475098252296448	26.45				25.47638581586549	25.228587550715552
NASDAQ:AMAT	0.4408629238605499	259.85	2025-11-20	0.445		370.0648651354133	377.2287570966737
NASDAQ:CAMT	0.4377756714820862	108.56				96.59930355749775	96.59930355749775
NYSE:HAFN	0.4350966215133667	6.22	2025-09-04	0.15775		0	0
NYSE:LMT	0.43318262696266174	471.10	2025-12-01	3.3		754.3298041317735	829.4201245792167
NASDAQ:NVMI	0.4228682518005371	322.77				452.2700063005721	466.1182858774562
NYSE:LYV	0.417524516582489	135.90				281.31592863457337	304.03605906077763
NYSE:HUYA	0.41611576080322266	3.03			ADR	0.8181511314596508	0.8181511314596508
NYSE:PSTG	0.414143443107605	91.70				0	0
