date,symbol,amount
2026-03-02,NYSE:DD,0.2
2026-05-15,NYSE:DD,0.2
2026-02-10,NYSE:RES,0.04
2026-05-11,NYSE:RES,0.04
2026-03-12,NYSE:GGB,0.019404
2026-05-15,NYSE:GGB,0.036141
2026-03-11,NASDAQ:NVDA,0.01
2026-04-24,NYSE:PBR.A,0.124094
2026-01-09,NASDAQ:MRVL,0.06
2026-04-10,NASDAQ:MRVL,0.06
2026-02-17,NASDAQ:KLAC,1.9
2026-04-24,NYSE:PBR,0.124094
2026-03-23,NASDAQ:AVGO,0.65
2026-02-11,NASDAQ:SIMO,0.5
2026-05-07,NASDAQ:SIMO,0.5
2026-03-05,NYSE:AAT,0.34
2026-06-04,NYSE:AAT,0.34
2026-02-20,NYSE:TEL,0.71
2026-05-22,NYSE:TEL,0.78
2026-03-19,NYSE:VICI,0.45
2026-03-10,NYSE:TPC,0.06
