ticker,week52_low,week52_high,close_score_date,close_5d_prior,adv_dollar_10d
NYSE:DD,33.335,85.0,41.48,40.61,228615730.29
NASDAQ:AVGO,138.1,414.61,341.45,339.81,21924007311.07
NASDAQ:NVDA,86.62,212.1899,183.69,176.29,32743061115.35
NYSE:RES,4.1,7.17,5.56,5.74,11675612.70
NASDAQ:SWKS,47.93,95.4597,65.24,66.37,188974209.38
NYSE:GTLS,104.6,220.03,205.9,205.94,138757466.77
NYSE:HD,326.31,426.75,346.39,356.99,1912069328.10
NYSE:PBR.A,10.275,13.6,11.14,11.67,71773566.21
NASDAQ:INTC,17.665,44.02,36.37,37.51,2733001636.74
NASDAQ:FELE,78.87,108.08,98.08,97.76,31626158.65
NASDAQ:MRVL,47.085,127.48,84.8,84.26,1410353487.93
NYSE:GGB,2.27,3.8,3.69,3.78,50940828.13
NASDAQ:RMBS,40.12,114.55,95.26,95.45,155293591.68
NASDAQ:ADI,158.65,284.225,275.82,280.44,1180532819.06
NASDAQ:QCOM,120.8019,205.95,174.22,179.26,1696218422.27
NASDAQ:MIMI,0.2537,13.69,0.3867,0.38,3648918.56
NASDAQ:POWI,30.86,68.2,37.03,36.34,64927224.79
NASDAQ:KDP,25.03,36.12,28.24,29.23,525717051.48
NYSE:TJX,112.1,157.825,156.58,156.71,817930997.27
NASDAQ:AMD,76.48,267.0799,214.95,207.58,6465242033.17
