Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted
NASDAQ:IREN	1	69.38				41.98349253676456	52.43699630594581
NYSE:RF	1	39.84	2025-12-01	0.25375		-82.94020127069811	-81.42051529702624
NYSE:MPW	1	8.46	2025-12-11	0.08		-7.816653099603019	-3.534903850099302
NASDAQ:TEAM	1	246.74				208.78947000841188	219.08285336163178
NASDAQ:NVA	1	17.02			ADR	0	0
NASDAQ:ADTN	1	12.84				4.54553960103041	27.400049361272714
NYSE:VMC	1	444.84	2025-11-10	0.4825		465.6085399993518	568.6661724585786
NYSE:EHC	1	171.00	2026-01-02	0.175		136.22752079384207	195.0002728973023
NYSE:HCC	1	127.16	2025-11-07	0.08		87.7320323608042	118.75115149824842
NYSE:PRA	1	35.85				-30.654102275245002	-25.55413703690003
NASDAQ:ROAD	1	157.65				166.71138811583953	225.23451615878588
NASDAQ:MESO	1	27.24			ADR	0	0
NYSE:SFBS	1	109.34	2025-10-01	0.335		-76.87409386161481	-75.81240082841683
NASDAQ:TBRG	1	35.98				51.56436128312935	69.89107674503367
NYSE:TBN	1	40.35				7.1862622968307965	7.237497436907043
NASDAQ:ELVR	1	57.00				0	0
NASDAQ:TLX	1	14.89			ADR	0	0
NASDAQ:LAKE	1	23.23	2025-11-17	0.03		0	0
NYSE:BHP	0.9781039953231812	64.80			ADR	0	0
NASDAQ:IRTC	0.9434769153594971	193.86				175.56858162142748	183.60022525649038
