Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted
NASDAQ:IXHL	1	0.68				0.5380999755990311	0.5435902827242314
NYSE:RF	1	41.97	2025-12-01	0.25375		-81.81351600898056	-80.2986858118777
NYSE:MPW	1	7.81	2025-12-11	0.08	Buy 515 at $5.21 ~= $2,683	-8.218183450671843	-3.948305944545503
NYSE:BHP	1	91.48			Buy 44 at $60.99 ~= $2,684; ADR	0	0
NASDAQ:TEAM	1	246.74			Buy 16 at $164.49 ~= $2,632	211.2112552498403	221.44465983788203
NYSE:EHC	1	162.05	2026-01-02	0.175		130.38242239415723	188.81585785941542
NASDAQ:ADTN	1	12.96			Buy 310 at $8.64 ~= $2,678	4.303645039202798	27.02898243870185
NYSE:VMC	1	450.25	2025-11-10	0.4825	Buy 8 at $300.17 ~= $2,401	465.25852487920366	567.7163203281458
NASDAQ:ROAD	1	167.61			Buy 24 at $111.74 ~= $2,682	173.0726444822737	231.24623005382168
NYSE:HCC	1	127.98	2025-11-07	0.08	Buy 31 at $85.32 ~= $2,645	89.5053724412903	120.42759694861037
NASDAQ:LAKE	1	13.80	2025-11-17	0.03	Buy 291 at $9.20 ~= $2,677	13.418319082599686	10.865301109169431
NYSE:PRA	1	36.62			Buy 110 at $24.41 ~= $2,685	-30.485477100574524	-25.412292748605736
NASDAQ:FTEL	1	1.13	2025-12-29	0		0	0
NYSE:WDS	1	24.69			ADR	0	0
NYSE:SFBS	1	114.00	2025-10-01	0.335		-75.1494020219561	-74.09172041924394
NASDAQ:MESO	1	27.78			Buy 145 at $18.52 ~= $2,685; ADR	0	0
NASDAQ:TLX	1	14.13			ADR	0	0
NASDAQ:TBRG	1	34.95				50.99096781366517	69.26486501463476
NASDAQ:IMRN	1	1.62			ADR	0	0
NYSE:TBN	1	39.03				6.243132463469852	6.294357123124776
