ticker,week52_low,week52_high,close_score_date,close_5d_prior,adv_dollar_10d
NASDAQ:IXHL,0.08,2.25,0.3853,0.4331,17026844.14
NYSE:RF,17.74,27.98,27.39,26.34,292508689.27
NYSE:MPW,3.51,6.34,5.04,5.48,34696266.23
NYSE:BHP,39.73,61.27,59.19,58.34,191436457.14
NASDAQ:TEAM,139.7,325.9999,159.17,160.74,348258883.27
NYSE:EHC,87.85,127.99,107.59,111.91,115488622.46
NASDAQ:ADTN,6.93,12.44,8.37,8.54,11915371.32
NYSE:VMC,215.08,311.74,296.68,295.78,256649914.90
NASDAQ:ROAD,64.7925,138.9,109.99,104.21,49802336.02
NYSE:HCC,38.0,85.86,83.51,79.04,54439039.94
NASDAQ:LAKE,8.18,27.2799,8.25,15.01,5633256.74
NYSE:PRA,13.9,24.41,24.26,23.94,10074179.16
NYSE:WDS,11.26,17.7,16.09,16.46,10081560.06
NYSE:SFBS,66.48,94.41,73.76,73.47,21749017.20
NASDAQ:MESO,9.61,22.0,17.71,18.11,4246679.71
NASDAQ:TLX,8.6,30.36,8.63,9.67,1482103.32
NASDAQ:TBRG,17.71,32.0,22.52,22.77,2366809.61
NASDAQ:IMRN,0.9701,2.483,0.9702,1.47,3608218.46
NYSE:TBN,15.75,34.5,24.61,25.5,1430382.10
NYSE:HMC,23.41,34.89,31.13,29.35,34000650.52
