Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted
NYSE:RF	1	39.95	2025-12-01	0.25375		-82.48455222871273	-80.9566880267181
NYSE:MPW	1	8.54	2025-12-11	0.08		-10.408309649612821	-2.2511057397681733
NASDAQ:ADTN	1	12.90				4.592604309351972	27.665804246524925
NYSE:VMC	1	441.00	2025-11-10	0.4825		466.85280633727	570.9259841042364
NYSE:EHC	1	171.16	2026-01-02	0.175		137.33176941088124	196.67899177307436
NYSE:HCC	1	124.65	2025-11-07	0.08		88.77684143418053	119.9587509252478
NASDAQ:ROAD	1	158.48				170.20059923007486	229.31552699311274
NYSE:SFBS	1	108.91	2025-10-01	0.335		-76.58665977890585	-75.51821079363262
NYSE:PRA	1	35.87				-30.35004211856034	-25.20473933391884
NASDAQ:TBRG	1	35.94				52.308092929064074	70.72354205975826
NASDAQ:LAKE	1	23.77	2025-11-17	0.03		0	0
NASDAQ:IRTC	0.9937247037887573	202.69				178.6667531044479	186.7388273650992
NYSE:GKOS	0.9532325267791748	117.83				106.87311202673997	111.91782792918534
NYSE:MDT	0.950064480304718	109.94	2025-09-26	0.705		96.56706631066096	129.49287485820622
NYSE:AVNS	0.9479669332504272	12.18				15.867498904868382	27.451798355037145
NASDAQ:MASI	0.9320370554924011	151.57				176.02651787817734	187.86801802706182
NYSE:STE	0.9309844970703125	278.52	2025-11-18	0.585		340.5071401511018	413.89822318916583
NASDAQ:CTKB	0.9151828289031982	5.70				7.775258248365123	8.171449680809456
NYSE:EW	0.9078196883201599	91.16				116.34609889124282	119.09909762548372
NASDAQ:IART	0.8948502540588379	14.55				-0.47238603245421684	26.196611537126035
