Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted	eps	AnalystTargetPrice
NASDAQ:VIAV	0.9999463558197021	52.65				42.77349980835363	46.6484214150995	-0.2356	64.43
NYSE:DD	0.999910295009613	54.65	2026-05-15	0.3575		65.49462354796592	47.19100619304233	-1.9006	55.87
NASDAQ:VISN	0.9998781681060791	11.80	2026-04-28	0	GTC: delete	44.45967566701739	66.6619731214374	0.0027	17.00
NASDAQ:TASK	0.9971768260002136	7.17	2026-03-26	0		22.74794799622937	52.844176438277366	2.8010	12.00
NYSE:SITC	0.9954560399055481	6.23			GTC: delete	25.692932480172107	94.77947326230618	3.3894	6.00
NYSE:NLOP	0.9950450658798218	14.76	2026-03-30	0		103.5740075202576	145.83997921006855	-9.8057	46.00
NYSE:ELME	0.9934247136116028	2.42				0	0	-1.6823	18.00
NASDAQ:NBN	0.9340170621871948	144.53				-212.50115538788546	-206.04825712337177	10.1898	126.50
NASDAQ:ISTR	0.9152205586433411	30.18	2026-03-31	0.10875		0	0	2.0834	33.17
NASDAQ:AVGO	0.9069908261299133	430.28	2026-03-23	0.62	Buy 10 at $405.81 ~= $4,058	496.3801867481647	527.6057520266371	5.2743	475.49
NASDAQ:SKYT	0.8899410963058472	33.64				36.53144125431458	33.68258657052288	2.4191	35.00
NYSE:UMC	0.8887527585029602	12.57			ADR	446.78651207876885	856.886336543344	7.8242	8.69
NASDAQ:WSBC	0.8854475021362305	37.10	2026-03-06	0.3725		-154.95222542960624	-142.17609200481263	2.3213	40.25
NASDAQ:INTR	0.8835064768791199	8.30			GTC: delete	-0.5967875443271118	2.428104399053191	0.7394	10.44
NASDAQ:WABC	0.8684883713722229	58.79				0	0	4.7603	58.00
NASDAQ:RRBI	0.8627476096153259	101.39	2026-03-09	0.135		-252.04513240408914	-242.70089887884868	6.5019	101.00
NASDAQ:COLB	0.8626790046691895	31.82	2026-02-27	0.3625		0	0	2.2601	31.38
NASDAQ:FSBC	0.8612856864929199	43.73	2026-05-04	0.225		-119.98654198633099	-118.40476341722312	3.1398	45.10
NYSE:RF	0.8563294410705566	30.26	2026-06-01	0.195		0	0	2.6044	30.32
NASDAQ:LOPE	0.8531252145767212	178.39			GTC: delete	460.147389254895	486.6106099350379	8.1530	214.00
