ticker,week52_low,week52_high,close_score_date,close_5d_prior,adv_dollar_10d
NYSE:DD,33.335,83.4,48.64,50.58,232090730.37
NASDAQ:VISN,5.22,20.55,11.16,12.01,99465759.62
NASDAQ:TASK,5.39,18.39,5.6,5.85,5833176.11
NYSE:SITC,5.24,13.095,5.45,5.61,2615231.15
NYSE:NLOP,11.235,34.53,11.48,11.91,2178234.20
NYSE:ELME,1.98,17.68,2.01,2.01,3064745.47
NASDAQ:VIAV,8.87,60.43,49.75,54.93,277462692.85
NASDAQ:JBIO,6.565,28.0,22.01,24.86,9877010.42
NASDAQ:PBYI,3.03,7.8983,6.81,7.14,2581815.61
NYSE:UMC,6.56,17.745,17.12,15.59,280611641.32
NASDAQ:ISTR,17.89,31.77,28.0,27.77,3016874.84
NYSE:WLK,56.33,124.23,91.46,97.56,141694678.24
NASDAQ:LOPE,149.365,223.04,161.09,161.96,45145037.35
NASDAQ:INTR,5.64,10.36,5.82,6.0,62486738.41
NYSE:HPE,17.025,34.695,33.0,30.87,552019163.64
NASDAQ:LITE,71.04,1085.68,884.98,1053.09,6690957279.69
NASDAQ:FWRD,8.47,32.47,8.5,10.46,28566931.32
NASDAQ:INCY,62.84,112.29,95.19,100.32,126267569.48
NASDAQ:WDFC,175.38,253.24,204.17,206.32,25565923.53
NYSE:PAC,206.91,300.41,243.41,246.41,27796534.02
