ticker,week52_low,week52_high,close_score_date,close_5d_prior,adv_dollar_10d
NASDAQ:VISN,4.74,20.55,11.72,11.93,157225835.89
NYSE:SITC,5.24,13.095,5.55,5.56,2640242.14
NASDAQ:TASK,5.89,18.39,6.445,6.54,4509726.50
NYSE:DD,33.335,83.4,49.76,46.24,186259109.01
NYSE:NLOP,11.235,34.53,11.95,13.11,2366578.69
NYSE:ELME,1.98,17.68,2.1,2.15,2033024.37
NASDAQ:VIAV,8.87,60.43,51.21,55.33,407154591.65
NASDAQ:PBYI,2.85,7.8983,7.49,7.49,2413366.81
NASDAQ:JBIO,6.565,28.0,25.81,24.23,15321383.55
NASDAQ:LOPE,149.365,223.04,166.09,163.41,46943165.24
NYSE:HPE,16.69,31.35,31.35,28.57,375466466.16
NYSE:WLK,56.33,124.23,93.85,114.99,130360072.47
NASDAQ:WDFC,175.38,253.24,208.05,211.06,30029863.54
NASDAQ:ISTR,17.89,31.77,28.47,28.22,4201959.51
NASDAQ:LITE,63.98,1021.0,903.8,949.93,5575975947.35
NASDAQ:FWRD,9.5,32.47,9.87,21.33,27821188.71
NYSE:XPRO,7.57,18.73,15.37,18.04,16254985.20
NASDAQ:NBTX,3.26,45.595,45.49,35.12,3530665.16
NASDAQ:BKR,35.83,70.41,63.89,69.12,565091297.66
NYSE:UMC,6.56,15.45,15.42,13.05,222678097.62
