Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted	eps	AnalystTargetPrice
NASDAQ:VISN	1	15.25	2026-04-28	0		23.9853916032162	38.000321931295666	6.2751	22.38
NASDAQ:TASK	1	9.66	2026-03-26	0		22.74794799622937	52.844176438277366	2.8010	12.00
NYSE:DD	1	70.35	2026-05-15	0.3575		65.49462354796592	47.19100619304233	-1.9006	55.87
NYSE:ELME	1	3.30				-1.4596813015794954	6.161118127925673	-1.7349	18.00
NYSE:NLOP	0.9509872198104858	14.30	2026-03-30	0		103.5740075202576	145.83997921006855	-9.8057	46.00
NASDAQ:VIAV	0.8544408679008484	47.28				45.77977670625344	51.846030110955915	-0.1802	30.93
NYSE:SITC	0.7798689007759094	5.89				25.692932480172107	94.77947326230618	3.3894	5.50
NASDAQ:JBIO	0.7495525479316711	28.66				0	0	-2.5835	28.71
NYSE:WLK	0.7066192626953125	117.53	2026-03-03	0.5275		138.13928949565772	172.9062186668624	-11.7736	119.93
NASDAQ:PBYI	0.7030478119850159	8.05				24.74900053081641	35.15964238380688	0.6108	5.00
NASDAQ:LOPE	0.6586148142814636	175.97			Buy 63 at $169.41 ~= $10,673	453.37155676022115	479.2213466576004	7.9640	213.00
NYSE:DTE	0.6511543989181519	154.48	2026-03-16	1.10875		-19.137522222261463	92.61957596084127	7.0279	158.35
NYSE:HPE	0.6507958173751831	29.31	2026-03-24	0.13325		16.662735100952897	49.96561839302878	-0.1176	26.43
NASDAQ:LITE	0.6490761041641235	874.17				784.8608099085342	847.3615416926933	3.5238	773.35
NASDAQ:NBTX	0.6427241563796997	35.30			ADR	0	0	-1.4480	33.36
NASDAQ:WDFC	0.63234943151474	233.36	2026-04-17	0.98		280.46748956629847	294.88658785809815	5.9446	249.50
NASDAQ:FWRD	0.6287968754768372	23.81				-4.9787934434148475	-31.736698244904023	-3.4162	35.00
NASDAQ:SEPN	0.6253914833068848	26.45				0	0	-1.0885	44.43
NYSE:CBRE	0.6188802719116211	153.27			Buy 72 at $147.84 ~= $10,644	198.4165703531611	208.1563052918404	3.9469	175.67
NASDAQ:ISTR	0.6130817532539368	29.45	2026-03-31	0.10875	Buy 186 at $28.42 ~= $5,286	0	0	2.0834	33.17
