ticker,week52_low,week52_high,close_score_date,close_5d_prior,adv_dollar_10d
NYSE:DD,33.335,83.4,48.12,49.31,193089007.60
NASDAQ:VISN,5.22,20.55,12.3,11.37,84662407.17
NASDAQ:TASK,5.39,18.39,6.16,5.49,4076004.13
NYSE:SITC,5.24,13.095,5.35,5.39,2934261.95
NYSE:NLOP,11.235,34.53,11.86,11.47,1535869.63
NYSE:ELME,1.98,17.68,2.03,2.01,2746567.35
NASDAQ:VIAV,8.87,60.43,49.51,51.43,293589511.42
NASDAQ:JBIO,6.565,28.0,22.21,23.355,9948143.33
NASDAQ:LOPE,149.365,223.04,156.7,157.86,39173443.06
NASDAQ:PBYI,3.03,7.8983,7.08,6.92,1656152.04
NASDAQ:INCY,63.51,112.29,97.16,95.31,122968846.85
NASDAQ:ISTR,17.89,31.77,28.56,27.71,3549964.96
NYSE:ASH,46.295,65.645,57.21,54.5,67049769.25
NYSE:HPE,17.025,37.745,37.58,33.1,596694595.06
NYSE:WLK,56.33,124.23,88.6,88.59,107803692.13
NASDAQ:WDFC,175.38,253.24,207.3,201.37,27761913.12
NYSE:OEC,4.345,12.1,7.02,6.92,3183098.47
NASDAQ:LITE,71.04,1085.68,946.9,970.7,5604909980.22
NYSE:CBRE,118.805,174.27,131.07,129.95,330475791.20
NASDAQ:FWRD,7.855,32.47,8.8,8.76,16680335.13
