date,ticker,high,low,open,close,split_coefficient
2026-05-29,NASDAQ:VIAV,49.115,45.875,48.39,48.56,1.0
2026-06-01,NASDAQ:VIAV,48.595,46.0,47.22,47.49,1.0
2026-06-02,NASDAQ:VIAV,53.02,48.09,49.47,52.88,1.0
2026-06-03,NASDAQ:VIAV,54.86,52.32,53.45,52.42,1.0
2026-06-04,NASDAQ:VIAV,54.06,47.83,49.79,53.21,1.0
2026-06-05,NASDAQ:VIAV,52.48,46.78,51.56,47.56,1.0
2026-06-08,NASDAQ:VIAV,50.34,47.0,49.01,48.75,1.0
2026-06-09,NASDAQ:VIAV,50.4897,44.2601,50.0,46.43,1.0
2026-06-10,NASDAQ:VIAV,49.74,46.02,46.51,46.82,1.0
2026-06-11,NASDAQ:VIAV,50.31,47.57,48.37,50.24,1.0
2026-06-12,NASDAQ:VIAV,55.5899,49.89,50.924,53.46,1.0
2026-06-15,NASDAQ:VIAV,57.5,51.7601,55.89,54.05,1.0
2026-06-16,NASDAQ:VIAV,54.39,50.01,54.38,50.1,1.0
2026-06-17,NASDAQ:VIAV,51.49,48.41,50.42,48.73,1.0
2026-06-18,NASDAQ:VIAV,51.89,46.72,50.79,47.17,1.0
2026-06-22,NASDAQ:VIAV,53.095,47.4,47.6,52.94,1.0
2026-05-29,NYSE:DD,48.655,47.42,47.47,48.42,1.0
2026-06-01,NYSE:DD,48.225,47.1,47.895,47.59,1.0
2026-06-02,NYSE:DD,49.34,47.735,47.89,48.66,1.0
2026-06-03,NYSE:DD,48.78,47.955,48.38,47.97,1.0
2026-06-04,NYSE:DD,48.06,47.14,48.015,47.65,1.0
2026-06-05,NYSE:DD,47.84,46.63,47.37,46.85,1.0
2026-06-08,NYSE:DD,47.4728,46.55,47.26,46.99,1.0
2026-06-09,NYSE:DD,47.9,45.89,47.65,47.06,1.0
2026-06-10,NYSE:DD,46.86,44.93,46.77,45.06,1.0
2026-06-11,NYSE:DD,46.88,45.125,45.36,46.84,1.0
2026-06-12,NYSE:DD,48.2601,47.131,47.49,48.26,1.0
2026-06-15,NYSE:DD,49.56,48.53,49.05,48.54,1.0
2026-06-16,NYSE:DD,48.98,47.945,48.75,48.04,1.0
2026-06-17,NYSE:DD,49.485,47.865,48.36,47.95,1.0
2026-06-18,NYSE:DD,48.86,47.4,48.6,47.71,1.0
2026-06-22,NYSE:DD,48.33,47.3,47.31,48.19,1.0
2026-05-29,NASDAQ:VISN,12.6,12.265,12.53,12.48,1.0
2026-06-01,NASDAQ:VISN,12.445,11.9525,12.33,12.27,1.0
2026-06-02,NASDAQ:VISN,12.52,12.21,12.38,12.44,1.0
2026-06-03,NASDAQ:VISN,12.32,12.085,12.28,12.21,1.0
2026-06-04,NASDAQ:VISN,12.45,12.025,12.12,12.41,1.0
2026-06-05,NASDAQ:VISN,12.25,11.645,12.25,11.75,1.0
2026-06-08,NASDAQ:VISN,12.05,11.705,12.0,12.02,1.0
2026-06-09,NASDAQ:VISN,12.2,11.5611,12.17,12.14,1.0
2026-06-10,NASDAQ:VISN,12.28,11.755,12.06,12.07,1.0
2026-06-11,NASDAQ:VISN,12.69,12.02,12.25,12.65,1.0
2026-06-12,NASDAQ:VISN,12.83,12.55,12.65,12.66,1.0
2026-06-15,NASDAQ:VISN,13.0385,12.695,12.96,12.76,1.0
2026-06-16,NASDAQ:VISN,12.86,12.485,12.71,12.61,1.0
2026-06-17,NASDAQ:VISN,12.795,12.41,12.64,12.57,1.0
2026-06-18,NASDAQ:VISN,12.87,12.565,12.86,12.66,1.0
2026-05-29,NASDAQ:JBIO,21.67,20.425,20.91,21.04,1.0
2026-06-01,NASDAQ:JBIO,20.74,17.35,20.29,18.59,1.0
2026-06-02,NASDAQ:JBIO,19.43,17.31,19.01,17.75,1.0
2026-06-03,NASDAQ:JBIO,18.05,17.34,17.51,17.59,1.0
2026-06-04,NASDAQ:JBIO,18.84,15.93,17.58,17.74,1.0
2026-06-05,NASDAQ:JBIO,18.23,16.51,17.52,16.94,1.0
2026-06-08,NASDAQ:JBIO,17.39,14.9101,17.14,14.98,1.0
2026-06-09,NASDAQ:JBIO,15.374,14.28,15.1,15.22,1.0
2026-06-10,NASDAQ:JBIO,16.1899,15.015,15.19,15.26,1.0
2026-06-11,NASDAQ:JBIO,16.26,15.175,15.51,16.08,1.0
2026-06-12,NASDAQ:JBIO,16.17,15.12,15.88,15.34,1.0
2026-06-15,NASDAQ:JBIO,16.375,15.58,16.0,16.1,1.0
2026-06-16,NASDAQ:JBIO,16.6,15.16,16.38,15.53,1.0
2026-06-17,NASDAQ:JBIO,16.89,15.27,15.74,16.87,1.0
2026-06-18,NASDAQ:JBIO,17.62,16.4,17.37,16.82,1.0
2026-06-22,NASDAQ:JBIO,20.09,17.54,17.9,19.45,1.0
2026-05-29,NASDAQ:TASK,6.3401,6.215,6.3,6.33,1.0
2026-06-01,NASDAQ:TASK,6.62,6.3084,6.33,6.6,1.0
2026-06-02,NASDAQ:TASK,6.54,6.34,6.54,6.47,1.0
2026-06-03,NASDAQ:TASK,6.43,5.85,6.42,5.86,1.0
2026-06-04,NASDAQ:TASK,6.025,5.84,5.95,5.95,1.0
2026-06-05,NASDAQ:TASK,5.97,5.685,5.95,5.74,1.0
2026-06-08,NASDAQ:TASK,5.7,5.5107,5.7,5.66,1.0
2026-06-09,NASDAQ:TASK,5.9,5.64,5.65,5.72,1.0
2026-06-10,NASDAQ:TASK,5.75,5.52,5.65,5.53,1.0
2026-06-11,NASDAQ:TASK,5.585,5.37,5.51,5.57,1.0
2026-06-12,NASDAQ:TASK,5.62,5.42,5.57,5.48,1.0
2026-06-15,NASDAQ:TASK,5.6849,5.38,5.59,5.38,1.0
2026-06-16,NASDAQ:TASK,5.545,5.3,5.4,5.36,1.0
2026-06-17,NASDAQ:TASK,5.44,5.105,5.36,5.11,1.0
2026-06-18,NASDAQ:TASK,5.13,4.895,5.13,4.91,1.0
2026-06-22,NASDAQ:TASK,5.085,4.8,4.87,4.99,1.0
2026-05-29,NYSE:SITC,5.235,5.04,5.2,5.05,1.0
2026-06-01,NYSE:SITC,5.0279,4.86,5.0,4.9,1.0
2026-06-02,NYSE:SITC,4.96,4.87,4.87,4.93,1.0
2026-06-03,NYSE:SITC,4.96,4.855,4.94,4.88,1.0
2026-06-04,NYSE:SITC,4.995,4.895,4.96,4.95,1.0
2026-06-05,NYSE:SITC,5.045,4.96,4.97,4.99,1.0
2026-06-08,NYSE:SITC,5.035,4.96,4.99,4.97,1.0
2026-06-09,NYSE:SITC,5.09,4.96,4.96,5.06,1.0
2026-06-10,NYSE:SITC,5.135,5.03,5.07,5.03,1.0
2026-06-11,NYSE:SITC,5.08,5.01,5.07,5.01,1.0
2026-06-12,NYSE:SITC,5.05,4.89,5.02,4.94,1.0
2026-06-15,NYSE:SITC,4.9976,4.805,4.94,4.83,1.0
2026-06-16,NYSE:SITC,4.8796,4.77,4.86,4.81,1.0
2026-06-17,NYSE:SITC,4.825,4.675,4.79,4.72,1.0
2026-06-18,NYSE:SITC,4.81,4.72,4.72,4.77,1.0
2026-06-22,NYSE:SITC,4.85,4.69,4.69,4.71,1.0
2026-05-29,NYSE:NLOP,12.1,11.9301,12.0,12.01,1.0
2026-06-01,NYSE:NLOP,12.1,11.91,12.0,12.1,1.0
2026-06-02,NYSE:NLOP,12.2,12.0,12.0,12.1,1.0
2026-06-03,NYSE:NLOP,12.035,11.67,11.99,11.86,1.0
2026-06-04,NYSE:NLOP,12.102,11.77,11.95,11.98,1.0
2026-06-05,NYSE:NLOP,12.13,11.82,11.95,11.93,1.0
2026-06-08,NYSE:NLOP,12.12,11.89,12.06,11.9,1.0
2026-06-09,NYSE:NLOP,12.19,11.78,12.01,11.88,1.0
2026-06-10,NYSE:NLOP,12.09,11.8,11.91,11.8,1.0
2026-06-11,NYSE:NLOP,11.98,11.52,11.84,11.65,1.0
2026-06-12,NYSE:NLOP,11.98,11.65,11.65,11.76,1.0
2026-06-15,NYSE:NLOP,11.87,11.65,11.68,11.7,1.0
2026-06-16,NYSE:NLOP,11.9,11.67,11.78,11.78,1.0
2026-06-17,NYSE:NLOP,11.855,11.565,11.69,11.65,1.0
2026-06-18,NYSE:NLOP,11.75,11.555,11.66,11.6,1.0
2026-06-22,NYSE:NLOP,11.69,11.47,11.5,11.54,1.0
2026-05-29,NYSE:ELME,2.07,2.02,2.03,2.05,1.0
2026-06-01,NYSE:ELME,2.06,2.03,2.04,2.05,1.0
2026-06-02,NYSE:ELME,2.056,2.025,2.04,2.04,1.0
2026-06-03,NYSE:ELME,2.05,2.02,2.04,2.02,1.0
2026-06-04,NYSE:ELME,2.07,2.03,2.03,2.05,1.0
2026-06-05,NYSE:ELME,2.06,2.03,2.05,2.03,1.0
2026-06-08,NYSE:ELME,2.05,2.03,2.04,2.04,1.0
2026-06-09,NYSE:ELME,2.05,2.03,2.03,2.04,1.0
2026-06-10,NYSE:ELME,2.05,2.03,2.04,2.04,1.0
2026-06-11,NYSE:ELME,2.05,2.02,2.03,2.04,1.0
2026-06-12,NYSE:ELME,2.0586,2.03,2.05,2.03,1.0
2026-06-15,NYSE:ELME,2.06,2.02,2.06,2.02,1.0
2026-06-16,NYSE:ELME,2.045,2.02,2.04,2.02,1.0
2026-06-17,NYSE:ELME,2.04,2.01,2.02,2.01,1.0
2026-06-18,NYSE:ELME,2.03,2.01,2.02,2.01,1.0
2026-06-22,NYSE:ELME,2.02,2.01,2.01,2.01,1.0
2026-05-29,NYSE:OEC,7.775,7.64,7.68,7.64,1.0
2026-06-01,NYSE:OEC,7.59,7.12,7.59,7.19,1.0
2026-06-02,NYSE:OEC,7.59,7.13,7.18,7.55,1.0
2026-06-03,NYSE:OEC,7.525,7.14,7.45,7.28,1.0
2026-06-04,NYSE:OEC,7.41,7.1,7.4,7.18,1.0
2026-06-05,NYSE:OEC,7.17,6.63,7.09,6.72,1.0
2026-06-08,NYSE:OEC,7.0,6.73,6.87,6.86,1.0
2026-06-09,NYSE:OEC,7.275,6.925,6.96,7.25,1.0
2026-06-10,NYSE:OEC,7.515,7.19,7.25,7.2,1.0
2026-06-11,NYSE:OEC,7.555,7.115,7.25,7.51,1.0
2026-06-12,NYSE:OEC,8.64,7.68,7.68,8.26,1.0
2026-06-15,NYSE:OEC,8.37,7.965,8.28,8.13,1.0
2026-06-16,NYSE:OEC,8.27,7.55,8.1,7.94,1.0
2026-06-17,NYSE:OEC,8.0972,7.58,7.92,7.74,1.0
2026-06-18,NYSE:OEC,7.93,7.37,7.83,7.44,1.0
2026-06-22,NYSE:OEC,7.44,6.805,7.43,7.17,1.0
2026-05-29,NASDAQ:PBYI,7.23,7.08,7.23,7.17,1.0
