ticker,week52_low,week52_high,close_score_date,close_5d_prior,adv_dollar_10d
NYSE:DD,33.335,83.4,50.58,45.41,199449383.32
NASDAQ:VISN,5.205,20.55,12.01,12.36,158514209.70
NASDAQ:TASK,5.85,18.39,5.85,6.41,4970495.99
NYSE:SITC,5.24,13.095,5.61,5.48,2721675.94
NYSE:NLOP,11.235,34.53,11.91,13.37,2391688.38
NYSE:ELME,1.98,17.68,2.01,2.18,2444230.29
NASDAQ:VIAV,8.87,60.43,54.93,52.49,413604291.65
NASDAQ:JBIO,6.565,28.0,24.86,24.52,14087080.83
NASDAQ:PBYI,2.85,7.8983,7.14,7.53,2549312.57
NYSE:HPE,17.025,31.64,30.87,28.71,395121351.37
NYSE:WLK,56.33,124.23,97.56,114.87,135737364.58
NASDAQ:WDFC,175.38,253.24,206.32,204.27,30074799.34
NASDAQ:ISTR,17.89,31.77,27.77,27.68,4154346.99
NASDAQ:INTR,5.915,10.36,6.0,7.21,38995555.58
NASDAQ:LITE,69.26,1073.33,1053.09,976.18,6053552693.38
NASDAQ:LOPE,149.365,223.04,161.96,166.32,48563500.35
NASDAQ:FWRD,9.5,32.47,10.46,16.22,30056054.74
NYSE:UMC,6.56,15.9,15.59,12.98,229247327.58
NASDAQ:LRCX,79.49,300.0,296.05,258.57,2678004616.63
NASDAQ:ICHR,13.12,78.0,76.95,69.72,83475644.36
