Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted	eps	AnalystTargetPrice
NYSE:DD	0.9457025527954102	148.61	2026-08-31	0.7575	GTC: delete	0	0	-0.6518	170.00
NASDAQ:VISN	0.9456497430801392	11.95	2026-08-28	0	GTC: delete	0	0	-0.1379	14.67
NYSE:SITC	0.9406684637069702	3.32	2026-08-03	0	GTC: delete	0	0	2.4623	3.50
NYSE:AIV	0.9397802352905273	2.82	2026-06-04	0	GTC: delete	-3.449184073057271	-1.5944798889286673	3.8145	7.00
NYSE:AD	0.8972448706626892	37.75	2026-06-11	2.75	GTC: delete	0	0	7.8425	43.33
NYSE:DHT	0.7024592161178589	20.68	2026-08-17	0.6125	Buy 536 at $19.86 ~= $10,645	0	0	1.7080	20.52
NASDAQ:AMSC	0.6942837238311768	30.80			Buy 208 at $29.60 ~= $6,157	0	0	2.6235	61.75
NYSE:NLOP	0.472888708114624	12.12				0	0	-2.6472	46.00
NYSE:ZIM	0.4478474259376526	29.90				0	0	0.6231	25.05
NYSE:ARI	0.24097061157226562	7.10	2026-07-16	0.25		0	0	0.8284	8.00
NYSE:INSW	0.2353714406490326	103.38	2026-09-10	0.12		0	0	9.7755	100.00
NASDAQ:PAGP	0.23301495611667633	28.01	2026-07-31	0.40825		-0.014621047517285504	48.33547747387498	0.9853	24.93
NYSE:SAR	0.2252187877893448	19.00	2026-09-03	0.75		85.88937365700875	2953.143659015529	1.0420	21.20
NYSE:TTE	0.21199195086956024	91.46	2026-09-30	1.013	ADR	0	0	7.9940	95.00
NYSE:HESM	0.20637589693069458	39.98	2026-08-06	0.77175		0	0	2.1706	37.50
NASDAQ:VRRM	0.15795131027698517	4.65				0	0	0.6084	7.00
NASDAQ:TASK	0.1531592756509781	8.20				0	0	2.3302	8.50
NYSE:ECO	0.14937041699886322	66.83	2026-08-14	0		0	0	4.4008	75.00
NYSE:TDS	0.13563421368598938	34.69	2026-09-15	0.04		0	0	1.1174	47.50
NYSE:LPG	0.13098743557929993	52.70	2026-07-27	0.8375		0	0	4.2911	51.80
NYSE:FUN	0.11823779344558716	17.32				0	0	-15.1328	21.38
NYSE:HSHP	0.10720080137252808	16.95	2026-08-20	0		0	0	0.5939	16.90
NYSE:CBL	0.09900207817554474	57.16	2026-09-15	0.45		0	0	5.5233	63.00
NYSE:CHCT	0.08830765634775162	15.45	2026-08-19	0.44075		0	0	0.6497	18.25
