date,symbol,amount
2026-08-28,NASDAQ:VISN,5
2026-08-28,NYSE:DD,0.35
2026-08-31,NYSE:DD,0.6
2026-09-03,NYSE:SAR,0.25
2026-10-06,NYSE:SAR,0.25
2026-11-05,NYSE:SAR,0.25
2026-12-03,NYSE:SAR,0.25
2026-09-30,NYSE:BGS,0.095
2026-09-10,NASDAQ:TRIN,0.17
2026-10-15,NASDAQ:TRIN,0.17
2026-11-13,NASDAQ:TRIN,0.17
2026-12-11,NASDAQ:TRIN,0.17
2026-09-15,NYSE:ARR,0.24
2026-09-11,NASDAQ:AMSF,0.41
2026-09-02,NYSE:BBDC,0.26
2026-10-08,NYSE:PMT,0.4
2026-09-30,NYSE:BXMT,0.47
2026-09-16,NASDAQ:OXSQ,0.035
2026-10-16,NASDAQ:OXSQ,0.035
2026-11-16,NASDAQ:OXSQ,0.035
2026-12-17,NASDAQ:OXSQ,0.035
2026-09-15,NYSE:TSLX,0.42
2026-08-31,NYSE:GSBD,0.03
2026-09-30,NYSE:GSBD,0.32
2026-10-07,NASDAQ:CMCSA,0.33
2026-09-16,NYSE:FSK,0.44
2026-09-30,NASDAQ:REFI,0.47
2026-09-30,NYSE:BRSP,0.16
2026-09-15,NYSE:PNNT,0.08
2026-09-15,NYSE:TDS,0.04
2026-09-30,NYSE:CIM,0.45
2026-09-22,NASDAQ:ADAM,0.3
2026-10-08,NYSE:BDN,0.08
2026-09-15,NASDAQ:CSWC,0.2534
2026-12-15,NASDAQ:CSWC,0.2534
2026-08-25,NYSE:IVR,0.12
2026-09-28,NYSE:IVR,0.12
2026-09-16,NYSE:WU,0.235
2026-09-30,NYSE:IIPR,1.9
2026-09-14,NASDAQ:GBDC,0.33
2026-09-10,NYSE:NAT,0.27
2026-09-23,NYSE:RWT,0.18
2026-11-13,NYSE:RWT,0.609
2026-09-08,NASDAQ:MFIC,0.31
2026-08-28,NYSE:GRNT,0.11
2026-09-11,NYSE:CION,0.1
2026-10-16,NYSE:CION,0.1
2026-11-13,NYSE:CION,0.1
2026-12-11,NYSE:CION,0.1
2026-09-03,NYSE:AAT,0.34
2026-09-30,NYSE:BXSL,0.77
2026-09-02,NYSE:MSIF,0.11
2026-09-16,NYSE:MSIF,0.03
2026-10-02,NYSE:MSIF,0.11
2026-11-02,NYSE:MSIF,0.11
2026-12-02,NYSE:MSIF,0.11
2026-12-16,NYSE:MSIF,0.03
2026-09-15,NYSE:PFLT,0.0833
2026-08-21,NYSE:ACCO,0.075
2026-08-28,NASDAQ:CATY,0.38
2026-09-30,NYSE:TTE,1.038892
2026-09-17,NYSE:VICI,0.46
2026-09-28,NYSE:OLP,0.45
2026-09-10,NYSE:TU,0.135795
2026-09-11,NYSE:FLO,0.125
2026-09-30,NASDAQ:CVBF,0.2
2026-09-11,NASDAQ:GLPI,0.82
2026-09-15,NASDAQ:ARCC,0.48
2026-09-18,NYSE:FRO,3.41
2026-10-15,NASDAQ:RILY,1.015625
2026-09-04,NASDAQ:KHC,0.4
2026-08-31,NYSE:EARN,0.08
2026-09-30,NYSE:EARN,0.08
2026-09-30,NYSE:MITT,0.24
