Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted	eps	AnalystTargetPrice
NYSE:NLOP	0.782598078250885	12.22				0	0	-2.6472	46.00
NYSE:AIV	0.7394335865974426	2.79	2026-06-04	0	GTC: delete	-3.4740702057156208	-1.6145932238078653	3.8145	7.00
NASDAQ:VISN	0.6827792525291443	12.20	2026-08-28	0		0	0	-0.1379	14.67
NYSE:DD	0.6347828507423401	151.84	2026-08-31	0.7575	Buy 74 at $146.35 ~= $10,830	0	0	-0.6518	169.88
NYSE:AD	0.5919142365455627	36.68	2026-06-11	0	GTC: delete	0	0	7.8425	46.34
NYSE:SITC	0.5434409379959106	3.14	2026-08-03	0	GTC: delete	0	0	2.4623	3.50
NYSE:ELME	0.3724389672279358	1.67				0	0	-1.7349	18.00
NASDAQ:IEP	0.3329602777957916	7.78	2026-08-17	0.5	Withholding Tax: 10%	0	0	-0.2279	12.00
NYSE:ZIM	0.17953552305698395	25.71				77.66721124123846	181.15434236218638	0.8123	24.95
NASDAQ:SEVN	0.17725379765033722	7.83	2026-07-20	0.28		-2.5340160850993727	-3.208057530792073	0.5183	9.55
NYSE:NAT	0.13349290192127228	6.41	2026-06-10	0.155		8.651953932645458	11.237800770528784	0.2565	6.00
NASDAQ:STRS	0.12776729464530945	10.38	2026-07-13	0		0	0	2.6587	
NYSE:UAN	0.12261241674423218	123.25	2026-08-10	3.6175	Withholding Tax: 10%	233.7631049501901	315.10776496138675	15.1589	9.50
NASDAQ:OXSQ	0.09817469865083694	1.51	2026-08-17	0.105		0	0	-0.3857	1.75
NYSE:SAR	0.09798917174339294	20.15	2026-09-03	0.75		87.5656881272887	2966.139585412421	1.0420	21.20
NYSE:TK	0.06534860283136368	11.60	2026-05-26	0		0	0	3.3046	5.00
NYSE:ARR	0.03474581986665726	17.03	2026-08-17	0.72		-59.89896683537068	-59.472430353303686	3.0443	18.38
NASDAQ:CCAP	0.031385794281959534	11.70	2026-08-31	0.42		0	0	0.0021	13.57
NYSE:FRO	0.01227391604334116	39.09	2026-06-12	0.7825		39.66998052621793	62.19106438987855	4.0648	44.25
NYSE:WU	0.009235353209078312	7.24	2026-09-16	0.235		0	0	1.0219	7.16
NYSE:PMT	0.00011199817527085543	9.70	2026-07-09	0.4		0	0	1.9068	11.61
NASDAQ:SPOK	-0.016331560909748077	11.47	2026-08-19	0.3125		20.614629582269313	22.36948445486653	0.7909	14.00
NASDAQ:TASK	-0.0331651009619236	6.98				0	0	2.3302	8.33
NYSE:BDN	-0.03831227868795395	3.11	2026-07-08	0.08		-8.366138805080645	1.755229052678121	-0.8302	3.00
NYSE:DHT	-0.039013683795928955	18.01	2026-05-21	0.6125		0	0	1.7101	20.52
NYSE:ORI	-0.042316485196352005	42.63	2026-06-05	0.3025		0	0	4.7185	43.50
NYSE:BBDC	-0.04279451072216034	9.40	2026-09-02	0.21		0	0	0.6569	9.62
NASDAQ:TFSL	-0.05832073092460632	17.37	2026-06-10	0.2825		0	0	0.3639	19.00
NASDAQ:CFFN	-0.05884074792265892	8.87	2026-08-07	0.085		0	0	0.6714	9.50
NASDAQ:REFI	-0.05889393761754036	10.23	2026-06-30	0.47		0	0	0.8639	16.38
NYSE:FLO	-0.06625296175479889	7.17	2026-06-12	0.2475		9.041914304155366	18.05068177089092	0.3438	8.80
NYSE:BWMX	-0.07354215532541275	16.15	2026-08-06	2.69		41.92761317474177	48.40423744297607	1.7140	29.61
NYSE:CIM	-0.07763845473527908	11.90	2026-06-30	0.41		0	0	-0.1932	14.50
NYSE:KREF	-0.08001389354467392	7.68	2026-06-30	0.2125		-63.52490731390831	-60.784667143291884	-2.8765	7.75
NYSE:FSK	-0.08023490756750107	12.21	2026-09-16	0.64		0	0	-1.2340	11.70
NASDAQ:PSEC	-0.08247391134500504	2.30	2026-08-27	0.135		3.741020638870069	4.177179339729888	-0.0754	2.00
NYSE:DX	-0.08340856432914734	12.90	2026-07-23	0.51		0	0	1.7576	14.75
NYSE:VTS	-0.0876508429646492	16.20	2026-09-15	0.5		0	0	-1.0529	21.25
NYSE:MPLX	-0.09048023074865341	59.22	2026-08-07	0.53825	Withholding Tax: 10%	0	0	3.6001	61.46
NASDAQ:CATY	-0.10623519122600555	64.20	2026-05-28	0.37		0	0	5.2052	65.80
NASDAQ:SIGA	-0.10730468481779099	2.90				0	0	-0.2118	17.53
NYSE:BRSL	-0.10898283123970032	11.03	2026-08-18	0.22		0	0	1.1705	16.02
NYSE:EARN	-0.11052293330430984	4.39	2026-07-31	0.24		0	0	-1.3058	5.00
NYSE:ASR	-0.112147256731987	273.08	2026-05-27	2.5	ADR	-567.8896639002785	893.2593021565617	191.1681	343.64
NYSE:HTGC	-0.11346670985221863	16.74	2026-08-11	0.4		49.75742771597701	52.306490710679434	1.3518	19.17
NASDAQ:CMCSA	-0.1143493801355362	25.33	2026-10-07	0.33		98.21906123852149	167.46725539165635	3.1646	30.08
NYSE:TTE	-0.11587116122245789	88.82	2026-09-30	1.013	ADR	0	0	7.9880	95.00
NASDAQ:AMSF	-0.11939185857772827	28.26	2026-09-11	0.4		0	0	2.5346	35.67
NYSE:TU	-0.12175823003053665	9.69	2026-09-10	0.418		0.3890581748290248	10.78718105907987	0.4265	11.67
NYSE:PINE	-0.12237314134836197	19.52	2026-09-10	0.2925		-0.19876216827388507	12.808881241173482	0.3037	21.73
NASDAQ:XRX	-0.12288917601108551	3.16	2026-09-30	0.025		-39.42891556709238	9.615410783010963	-7.0441	3.23
NYSE:PNNT	-0.12665776908397675	3.69	2026-08-14	0.24	GTC: $7.70	0	0	0.0867	4.75
NASDAQ:ADAM	-0.12818391621112823	10.03	2026-06-23	0.24		-106.61992753998457	-103.52908167482806	2.1181	11.96
NASDAQ:TRIN	-0.12955071032047272	18.32	2026-08-14	0.51		0	0	1.1894	18.50
NYSE:MSDL	-0.13191114366054535	15.34	2026-09-30	0.4875		0	0	0.6161	15.68
NASDAQ:HOPE	-0.13242685794830322	14.17	2026-08-06	0.14		0	0	1.0011	15.50
NASDAQ:FIBK	-0.13575340807437897	37.81	2026-08-04	0.47		0	0	3.4028	37.50
NYSE:TWO	-0.13608594238758087	12.11	2026-07-31	0.34		-13.187809729104803	-13.306642959496207	-0.2062	11.90
NYSE:SSTK	-0.14087188243865967	5.38	2026-06-04	0.345		18.536880956168062	12.232641033307013	-5.5792	28.85
NASDAQ:ARCC	-0.14391101896762848	20.08	2026-09-15	0.48		19.45708579517914	20.665625779124003	1.3370	20.62
NYSE:TEN	-0.14476139843463898	37.68	2026-07-23	0		90.5253016723102	101.92540870694661	7.0378	46.00
NASDAQ:DMLP	-0.14529505372047424	26.88	2026-08-03	0	Withholding Tax: 10%	0	0	1.1599	
NYSE:PK	-0.14538295567035675	14.46	2026-09-30	0.25		0	0	-1.0430	14.66
NYSE:UWMC	-0.1474577635526657	1.40	2026-06-18	0.1		0	0	0.1281	3.41
NYSE:MFA	-0.15002217888832092	9.16	2026-06-30	0.36	GTC: $18.64	0	0	1.0035	14.00
NYSE:GRNT	-0.15470796823501587	5.10	2026-05-29	0.11		0	0	-0.4365	7.60
NYSE:BGS	-0.15996922552585602	3.39	2026-09-30	0.19		0	0	-0.8238	4.80
NYSE:EBF	-0.1601557433605194	22.24	2026-07-10	0.25		51.39532992263461	57.961959089998956	1.6881	24.00
NYSE:BXMT	-0.1626744419336319	14.29	2026-06-30	0.47		-56.23555582953602	-57.119072603006096	0.0916	18.86
NASDAQ:HRZN	-0.16420067846775055	4.77	2026-08-17	0.2775		0	0	0.6201	5.05
NYSE:APAM	-0.16514171659946442	42.69	2026-08-17	0.865		0	0	4.2331	38.25
NYSE:UVV	-0.17228971421718597	46.65	2026-10-12	0.8225		0	0	0.9695	74.00
NYSE:OLP	-0.17687354981899261	23.58	2026-06-25	0.45		0	0	0.7337	26.83
NASDAQ:CVBF	-0.18701483309268951	22.63	2026-07-09	0.2		0	0	1.1755	25.83
