Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted	eps	AnalystTargetPrice
NASDAQ:VISN	0.7793029546737671	12.48			GTC: delete	45.07271971046537	66.38008812799421	0.0027	17.33
NYSE:DD	0.7660530209541321	145.72	2026-08-31	0.915		137.17352610039794	204.39316382012635	-0.2148	169.63
NYSE:SITC	0.7644596695899963	4.55	2026-08-03	0	GTC: delete	24.339398810174163	50.755661525081806	3.3485	5.00
NASDAQ:TASK	0.7643614411354065	6.35				52.50573456323696	81.22927819133558	2.8857	9.50
NYSE:AD	0.7638572454452515	36.56	2026-06-11	0	GTC: delete	20.004004192727344	54.88748661736321	8.4279	46.34
NYSE:NLOP	0.763364315032959	12.48				47.83035208748782	67.85003049770046	-8.1514	46.00
NYSE:AIV	0.7615100145339966	2.83	2026-06-04	0		-5.676103795673575	-3.8661382329739444	3.8511	7.00
NYSE:ELME	0.7589791417121887	1.70				0	0	-1.7349	18.00
NYSE:SAR	0.7382357120513916	19.95	2026-08-05	0.75		85.73869877567593	2915.3959670330632	1.0274	21.20
NYSE:PNNT	0.735943615436554	3.53	2026-07-15	0.24		-12282.590108098451	-12274.735779058676	0.2115	4.75
NASDAQ:TCPC	0.7175580263137817	3.44	2026-06-16	0.23		19.87629330517336	19.577265339828987	-1.5033	4.17
NYSE:BIP	0.6989296674728394	44.01	2026-08-31	0.215	Buy 255 at $42.28 ~= $10,781	-128.86982711293604	-39.102567193148154	0.8850	44.64
NYSE:MFA	0.6926190257072449	9.60	2026-06-30	0.36	Buy 1168 at $9.23 ~= $10,781	-69.03773834934718	-68.89352441595932	1.3251	14.08
NYSE:KREF	0.6792954206466675	7.34	2026-06-30	0.2125		-64.2770862187158	-61.55136535020199	-2.8765	7.17
NASDAQ:SPOK	0.6655868887901306	11.36	2026-08-19	0.3125		20.044759159683803	21.79489286869217	0.7909	14.00
NYSE:TWO	0.6630662083625793	12.59	2026-07-31	0.34		-13.242966008529157	-13.361521502337837	-0.2062	11.90
NYSE:GNL	0.6630206108093262	9.13	2026-07-13	0.19	Buy 899 at $8.79 ~= $7,902	6.505530491943611	18.264869857902664	-0.1950	10.17
NASDAQ:REFI	0.6590309143066406	10.34	2026-06-30	0.47		12.435696733461384	34.412117691896476	1.4455	16.38
NASDAQ:OXSQ	0.6578983068466187	1.63	2026-08-17	0.105		0	0	-0.3857	1.75
NYSE:LDI	0.655767560005188	1.06				-26.324714428307022	-24.460253592294578	-0.3377	1.38
NYSE:CHCT	0.6461988687515259	19.29	2026-05-11	0.47625		9.835588490439855	24.426288546314638	0.2121	19.25
NYSE:CIM	0.6422833800315857	13.16	2026-06-30	0.39		-21.698218488597604	-16.304879512857646	0.2306	14.83
NASDAQ:DMLP	0.6408277153968811	28.67	2026-08-03	0.63525	Withholding Tax: 10%	49.26967544718427	64.3285469944837	1.4267	
NYSE:BGS	0.6369575262069702	3.74	2026-06-30	0.19		-9.058033688330351	7.717456813953021	-0.9442	4.80
NYSE:ORC	0.6367502212524414	6.79	2026-07-31	0.345		0	0	1.2193	7.50
NASDAQ:XRX	0.6352124214172363	3.64	2026-06-30	0		-39.970614107848306	9.012732274980642	-7.0729	2.75
NYSE:KRP	0.6297491788864136	15.55	2026-05-19	0.3775		24.25310481132905	35.76783019023646	0.7543	19.00
NYSE:NAT	0.6292496919631958	6.98	2026-06-10	0.155		8.998011031287838	11.576825896903141	0.2565	6.00
NASDAQ:NMFC	0.6274853944778442	7.26	2026-06-16	0.32		174.4123413557391	193.7213243853306	-0.6125	8.54
NASDAQ:AGNC	0.6269153356552124	11.17	2026-07-31	0.36		0	0	1.9087	11.06
NYSE:TU	0.6262761354446411	10.43	2026-06-10	0.41725		0.20134410795265273	10.668909069852239	0.4302	16.67
NASDAQ:TRIN	0.6242282390594482	18.36	2026-08-14	0.51		6.055717994517742	8.722543415931922	1.7137	18.03
NYSE:PMT	0.621423065662384	9.81	2026-07-09	0.4		0	0	1.9068	11.89
NYSE:FSK	0.6172367930412292	11.03	2026-06-17	0.5925		52.077532576860094	47.58546560534275	-1.9638	11.50
NASDAQ:MFIC	0.6023714542388916	10.12	2026-06-09	0.3625		49.10067287006656	49.030440336196044	0.0725	11.06
NASDAQ:RWAY	0.6005355715751648	5.76	2026-05-18	0.33		6.149715739963668	4.357043412772212	-0.0620	8.29
NYSE:SCM	0.6003398299217224	7.78	2026-08-31	0.385		28.910496507519625	10472424.424418444	0.8190	10.25
NYSE:DOC	0.5995725393295288	22.97	2026-08-17	0.305		18.028374687466393	33.73729035385445	0.3222	22.39
NYSE:DX	0.5939348340034485	13.31	2026-07-23	0.51		0	0	1.7628	14.75
NYSE:MSDL	0.5922578573226929	15.46	2026-06-30	0.4875		50.31910106534301	69.43021906011197	1.0371	15.68
NYSE:NLY	0.5762243270874023	24.01	2026-06-30	0.7125		0	0	3.9156	24.23
NYSE:ARR	0.5733922719955444	17.09	2026-08-17	0.72		-60.381014233657815	-59.956264092039156	3.0443	18.38
NYSE:EARN	0.5714530944824219	4.58	2026-07-31	0.24		0	0	-1.3058	5.00
NASDAQ:ARCC	0.5671526193618774	19.54	2026-09-15	0.48		18.16396370159005	19.367596312530974	1.3370	20.65
